ID	IDX	DOCULECT	DOCULECTID	CONCEPT	CONCEPT_FROM_PROTO	CONCEPT_ADDED	VALUE	VALUE_UNCERTAIN	TOKENS	NOTE	PROTOFORM	PROTOCONCEPT	ENTRY_IN_SOURCE
8924	§422	Chákobo	Ch	coçar,  coceira	1		ʂoaʂɨni		ʂ oa ʂ ɨ n i		*ʂoa-	coçar,  coceira	Ch ʂoa ‘picazón;;  comezón’ (ZINGG;; 1998), ʂoaʂɨni
8928	§422	Sharanáwa	Shar	coçar,  coceira	1		ʂoai		ʂ oai		*ʂoa-	coçar,  coceira	Shar ʂoai, ʂoa ‘rascar’
8929	§422	Sharanáwa	Shar	rascar			ʂoa		ʂ oa		*ʂoa-	coçar,  coceira	Shar ʂoai, ʂoa ‘rascar’
8930	§422	Shanenáwa	Shan	coçar			ʂua		ʂ ua		*ʂoa-	coçar,  coceira	Shan ʂua ‘coçar’
8931	§422	Katukina	Kat	coçar			ʃua-nati		ʃ ua n a t i		*ʂoa-	coçar,  coceira	Kat ʃua-nati ‘coçar’
8933	§422	Amawáka	A	coçar,  coceira	1		xowa- II		xowa- II		*ʂoa-	coçar,  coceira	A xowa- II
8934	§422	Kaxinawá	Kn	coçar,  coceira	1		ʂua-		ʂ ua		*ʂoa-	coçar,  coceira	Kn ʂua-
8935	§422	Marináwa	M	coçar,  coceira	1		ʂóá-		ʂ ó á		*ʂoa-	coçar,  coceira	M ʂóá-
8936	§422	Yawanawá	Yaw	coceira			ʂua		ʂ ua		*ʂoa-	coçar,  coceira	Yaw ʂua ‘coceira’
8939	§422	Mayorúna	My	rascar			ʂuan		ʂ ua n		*ʂoa-	coçar,  coceira	My ʂuan ‘rascar’
8941	§423	ShipiboKonibo	SK	gordo	1		ʂoá		ʂ oá		*ʂoaC-	gordo	SK ʂoá
8942	§423	Kapanawa	Kp	gordo	1		ʂoá		ʂ oá		*ʂoaC-	gordo	Kp ʂoá
8944	§423	Chákobo	Ch	gordo			ʂoa		ʂ oa		*ʂoaC-	gordo	Ch ʂoa ‘gordo’
8946	§423	Yamináwa	Yam	gordo	1		ʂoa		ʂ oa		*ʂoaC-	gordo	Yam ʂoa, ʂoaʂini᷈ ‘gordo’
8947	§423	Yamináwa	Yam	gordo			ʂoaʂini᷈		ʂ oa ʂ i n i᷈		*ʂoaC-	gordo	Yam ʂoa, ʂoaʂini᷈ ‘gordo’
8949	§423	Sharanáwa	Shar	gordo			ʂoa		ʂ oa		*ʂoaC-	gordo	Shar ʂoa ‘gordo’
8950	§423	Shanenáwa	Shan	gordo,  forte			ʂua		ʂ ua		*ʂoaC-	gordo	Shan ʂua ‘gordo;;  forte’
8953	§423	Amawáka	A	gordo	1		xówaa		x ó w aa		*ʂoaC-	gordo	A xówaa, xówaapán ‘gordo’ (HYDE;; 1980)
8954	§423	Amawáka	A	gordo			xówaapán		x ó w aa p á n	 (HYDE, 1980	*ʂoaC-	gordo	A xówaa, xówaapán ‘gordo’ (HYDE;; 1980)
8955	§423	Kaxinawá	Kn	gordo	1		ʂua		ʂ ua		*ʂoaC-	gordo	Kn ʂua
8956	§423	Marináwa	M	gordo	1		ʂóa		ʂ ó a		*ʂoaC-	gordo	M ʂóa
8957	§423	Yawanawá	Yaw	ser gordo			ʂua		ʂ ua	 (SOUZA, 2013	*ʂoaC-	gordo	Yaw ʂua ‘ser gordo’ (SOUZA;; 2013)
8961	§424	Kakataibo	Ksh	casa			ʂoβo		ʂ o β o		*ʂoβo	casa	Ksh ʂoβo ‘casa’
8962	§424	ShipiboKonibo	SK	casa	1		ʂoβo		ʂ o β o		*ʂoβo	casa	SK ʂoβo
8963	§424	Kapanawa	Kp	casa	1		ʂoβo		ʂ o β o		*ʂoβo	casa	Kp ʂoβo
8964	§424	Marúbo	Mar	casa			ʃuvu 		ʃuvu 	ANONBY; HOLBROOK, 2008	*ʂoβo	casa	Mar ʃuvu (ANONBY; HOLBROOK;; 2008)
8965	§424	Chákobo	Ch	casa	1		ʂoβo		ʂ o β o		*ʂoβo	casa	Ch ʂoβo
8971	§424	Katukina	Kat	casa	1		ʂuβu		ʂ u β u		*ʂoβo	casa	Kat ʂuβu
8972	§424	Yawanawá	Yaw	casa de antigamente			ʂuhu		ʂ u h u		*ʂoβo	casa	Yaw ʂuhu ‘casa de antigamente’
8974	§424	Amawáka	A	cobertizo para cazar			xowo		x o w o		*ʂoβo	casa	A xowo ‘cobertizo para cazar’
8975	§424	Kaxinawá	Kn	vivienda; casa			ʂubu		ʂ u b u		*ʂoβo	casa	Kn ʂubu ‘vivienda; casa’
8977	§424	Korúbo	Ko	casa temporária,  tapiri			ʂuβu		ʂ u β u		*ʂoβo	casa	Ko ʂuβu ‘casa temporária;;  tapiri’
8978	§424	Matís	Mt	casa comunal			ʂubu		ʂ u b u		*ʂoβo	casa	Mt ʂubu ‘casa comunal’
8979	§424	Mayorúna	My	casa			ʂubu		ʂ u b u		*ʂoβo	casa	My ʂubu ‘casa’
8980	§425	Kakataibo	Ksh	descascar	1		ʂoka-		ʂ o k a		*ʂoka-	descascar	Ksh ʂoka-
8981	§425	ShipiboKonibo	SK	descascar	1		ʂoka-		ʂ o k a		*ʂoka-	descascar	SK ʂoka-
8982	§425	Kapanawa	Kp	descascar	1		ʂoka-		ʂ o k a		*ʂoka-	descascar	Kp ʂoka-
8985	§425	Kaxararí	Kax	descascar			ʃuka-		ʃ u k a		*ʂoka-	descascar	Kax ʃuka- ‘descascar’
8992	§425	Amawáka	A	descascar	1		xoka- I		xoka- I		*ʂoka-	descascar	A xoka- I
8993	§425	Kaxinawá	Kn	descascar	1		ʂuka-		ʂ u k a		*ʂoka-	descascar	Kn ʂuka-
8994	§425	Marináwa	M	cáscara			ʂóká		ʂ ó k á		*ʂoka-	descascar	M ʂóká ‘cáscara’
8997	§425	Matís	Mt	descascar			ʂuka-kin		ʂ u k a k i n		*ʂoka-	descascar	Mt ʂuka-kin ‘descascar’, ʂuke-kin ‘descascar’
8998	§425	Matís	Mt	descascar			ʂuke-kin		ʂ u k e k i n		*ʂoka-	descascar	Mt ʂuka-kin ‘descascar’, ʂuke-kin ‘descascar’
8999	§425	Mayorúna	My	pelar			bi-ʃuk [bi.ˈʃuk]		bi-ʃuk [bi.ˈʃuk]		*ʂoka-	descascar	My bi-ʃuk [bi.ˈʃuk] ‘pelar’)
9000	§426	Kakataibo	Ksh	esp. de tucano grande	1		ʂokɨ		ʂ o k ɨ		*ʂokɨ	esp. de tucano grande	Ksh ʂokɨ
9001	§426	ShipiboKonibo	SK	esp. de tucano grande	1		ʂokɨ		ʂ o k ɨ		*ʂokɨ	esp. de tucano grande	SK ʂokɨ
9002	§426	Kapanawa	Kp	esp. de tucano grande	1		ʂokɨ		ʂ o k ɨ		*ʂokɨ	esp. de tucano grande	Kp ʂokɨ
9003	§426	Marúbo	Mar	tucano			ˈʃukɨ		ˈʃ u k ɨ	 (ANONBY; HOLBROOK, 2010	*ʂokɨ	esp. de tucano grande	Mar ˈʃukɨ ‘tucano’ (ANONBY; HOLBROOK;; 2010)
9004	§426	Chákobo	Ch	esp. de tucano grande	1		ʂokɨ		ʂ o k ɨ		*ʂokɨ	esp. de tucano grande	Ch ʂokɨ
9005	§426	Kaxararí	Kax	esp. de tucano grande			ʂukɨ 		ʂukɨ 	VALENZUELA; OLIVEIRA, 2012	*ʂokɨ	esp. de tucano grande	Kax ʂukɨ (VALENZUELA; OLIVEIRA;; 2012)
9008	§426	Sharanáwa	Shar	esp. de tucano grande	1		ʂokɨ		ʂ o k ɨ		*ʂokɨ	esp. de tucano grande	Shar ʂokɨ, ʂokɨn ‘tucán’
9009	§426	Sharanáwa	Shar	tucán			ʂokɨn		ʂ o k ɨ n		*ʂokɨ	esp. de tucano grande	Shar ʂokɨ, ʂokɨn ‘tucán’
9010	§426	Shanenáwa	Shan	esp. de tucano grande	1		ʂɨkɨ		ʂ ɨ k ɨ		*ʂokɨ	esp. de tucano grande	Shan ʂɨkɨ
9011	§426	Katukina	Kat	esp. de tucano grande	1		ʂukɨ		ʂ u k ɨ		*ʂokɨ	esp. de tucano grande	Kat ʂukɨ
9012	§426	Poyanáwa	Poy	esp. de tucano grande	1		hukɨ		h u k ɨ		*ʂokɨ	esp. de tucano grande	Poy hukɨ
9013	§426	Amawáka	A	esp. de tucano grande	1		xokɨ II		xokɨ II		*ʂokɨ	esp. de tucano grande	A xokɨ II
9014	§426	Kaxinawá	Kn	esp. de tucano grande	1		ʂukɨ		ʂ u k ɨ		*ʂokɨ	esp. de tucano grande	Kn ʂukɨ
9015	§426	Marináwa	M	esp. de tucano grande	1		ʂókɨ		ʂ ó k ɨ		*ʂokɨ	esp. de tucano grande	M ʂókɨ
9016	§426	Yawanawá	Yaw	esp. de tucano grande	1		ʂukɨ		ʂ u k ɨ		*ʂokɨ	esp. de tucano grande	Yaw ʂukɨ
9020	§427	Kakataibo	Ksh	diminutivo			-ʃuku	1	** ʃ u k u	 (provável empréstimo Shipibo, ZARIQUIEY, 2011	*ʂoko	pequeno	Ksh **-ʃuku ‘diminutivo’ (provável empréstimo Shipibo;; ZARIQUIEY;; 2011)
9021	§427	ShipiboKonibo	SK	pequeño, inmaduro, no completamente desarrollado,  redrojo			maʂko		m a ʂ k o		*ʂoko	pequeno	SK maʂko ‘pequeño;; inmaduro;; no completamente desarrollado;;  redrojo’
9022	§427	Kapanawa	Kp	un poquito			ʃoko rɨs	1	**ʃoko rɨs	 (LOOS; LOOS, 1998	*ʂoko	pequeno	Kp **ʃoko rɨs ‘un poquito’ (LOOS; LOOS;; 1998)
9023	§427	Marúbo	Mar	filho do irmão,  pertence a uma geração mais nova			ɨpa-ʂko		ɨ p a ʂ k o		*ʂoko	pequeno	Mar ɨpa-ʂko ‘filho do irmão;;  pertence a uma geração mais nova’, ɨpa ‘pai’ (cf. MELATTI;; 1975 [2005])
9024	§427	Marúbo	Mar	pai			ɨpa		ɨ p a	 (cf. MELATTI, 1975 [2005]	*ʂoko	pequeno	Mar ɨpa-ʂko ‘filho do irmão;;  pertence a uma geração mais nova’, ɨpa ‘pai’ (cf. MELATTI;; 1975 [2005])
9025	§427	Chákobo	Ch	hermano o hermana			maʂko		m a ʂ k o		*ʂoko	pequeno	Ch maʂko ‘hermano o hermana’
9029	§427	Sharanáwa	Shar	verde,  no maduro			ʂoko		ʂ o k o		*ʂoko	pequeno	Shar ʂoko ‘verde;;  no maduro’
9032	§427	Poyanáwa	Poy	grande, grosso,  largo			huku᷈ba		h u k u᷈ b a	 (prov. huku <<pequeño>> + ba <<negação>>	*ʂoko	pequeno	Poy huku᷈ba ‘grande;; grosso;;  largo’ (prov. huku <<pequeño>> + ba <<negação>>)
9033	§427	Amawáka	A	nene			maxko II		maxko II		*ʂoko	pequeno	A maxko II ‘nene’
9034	§427	Kaxinawá	Kn	joven			ʂuku		ʂ u k u		*ʂoko	pequeno	Kn ʂuku ‘joven’
9035	§427	Marináwa	M	joven			ʂoko		ʂ o k o		*ʂoko	pequeno	M ʂoko ‘joven’
9036	§427	Yawanawá	Yaw	fruta verde			ʂuku		ʂ u k u		*ʂoko	pequeno	Yaw ʂuku ‘fruta verde’
9037	§427	Korúbo	Ko	irmão mais novo			maʃko		m a ʃ k o		*ʂoko	pequeno	Ko maʃko ‘irmão mais novo’
9038	§427	Matís	Mt	irmão mais novo			maʂku		m a ʂ k u		*ʂoko	pequeno	Mt maʂku ‘irmão mais novo’
9039	§427	Mayorúna	My	hermano menor de hombre			maʂku		m a ʂ k u		*ʂoko	pequeno	My maʂku ‘hermano menor de hombre’
9040	§428	Kakataibo	Ksh	pelar-se,  mudar de pele	1		ʂokó-		ʂ o k ó		*ʂokoC-	pelar-se,  mudar de pele	Ksh ʂokó-
9041	§428	ShipiboKonibo	SK	pelar-se,  mudar de pele	1		ʂokó-		ʂ o k ó		*ʂokoC-	pelar-se,  mudar de pele	SK ʂokó-
9042	§428	Kapanawa	Kp	pelar-se,  mudar de pele	1		ʂokó-		ʂ o k ó		*ʂokoC-	pelar-se,  mudar de pele	Kp ʂokó-
9044	§428	Chákobo	Ch	una cosa con cáscara se pela,  salir de la cáscara			ʂokoko		ʂ o k o k o	 (ZINGG, 1998	*ʂokoC-	pelar-se,  mudar de pele	Ch ʂokoko ‘una cosa con cáscara se pela;;  salir de la cáscara’ (ZINGG;; 1998)
9048	§428	Sharanáwa	Shar	pelar-se,  mudar de pele	1		ʂokoi		ʂ o k oi		*ʂokoC-	pelar-se,  mudar de pele	Shar ʂokoi, ʂokoa ‘salir de la piel;;  salir del capullo’
9049	§428	Sharanáwa	Shar	salir de la piel,  salir del capullo			ʂokoa		ʂ o k oa		*ʂokoC-	pelar-se,  mudar de pele	Shar ʂokoi, ʂokoa ‘salir de la piel;;  salir del capullo’
9053	§428	Amawáka	A	pelar-se,  mudar de pele	1		xoko- I		xoko- I		*ʂokoC-	pelar-se,  mudar de pele	A xoko- I
9054	§428	Kaxinawá	Kn	pelar-se,  mudar de pele	1		ʂuku-		ʂ u k u		*ʂokoC-	pelar-se,  mudar de pele	Kn ʂuku-
9055	§428	Marináwa	M	pelar,  mudar la piela			ʂóko-		ʂ ó k o		*ʂokoC-	pelar-se,  mudar de pele	M ʂóko- ‘pelar;;  mudar la piela’
9059	§428	Mayorúna	My	pelarse			ʂukud		ʂ u k u d		*ʂokoC-	pelar-se,  mudar de pele	My ʂukud ‘pelarse’
9060	§429	Kakataibo	Ksh	leche			ʂoma		ʂ o m a		*ʂoma	seios,  leite	Ksh ʂoma ‘leche’
9061	§429	ShipiboKonibo	SK	leche,  seno			ʂoma		ʂ o m a		*ʂoma	seios,  leite	SK ʂoma ‘leche;;  seno’
9062	§429	Kapanawa	Kp	seno			ʂoma		ʂ o m a		*ʂoma	seios,  leite	Kp ʂoma ‘seno’
9063	§429	Marúbo	Mar	peito			ʂoma [ʂuˈma]		ʂoma [ʂuˈma]	 (CABRAL; OLIVEIRA, 2012	*ʂoma	seios,  leite	Mar ʂoma [ʂuˈma] ‘peito’ (CABRAL; OLIVEIRA;; 2012)
9064	§429	Chákobo	Ch	leche			ʂoma		ʂ o m a		*ʂoma	seios,  leite	Ch ʂoma ‘leche’
9065	§429	Kaxararí	Kax	peito			ʃuˈma		ʃ u ˈm a		*ʂoma	seios,  leite	Kax ʃuˈma ‘peito’
9067	§429	Chanináwa	Chan	leche materna,  leche del tucho			ʂoma ɸɨpon		ʂoma ɸɨpon		*ʂoma	seios,  leite	Chan ʂoma ɸɨpon ‘leche materna;;  leche del tucho’
9068	§429	Sharanáwa	Shar	seios,  leite	1		ʂoma		ʂ o m a		*ʂoma	seios,  leite	Shar ʂoma, ʂoman ‘seno;;  teta’
9069	§429	Sharanáwa	Shar	seno,  teta			ʂoman		ʂ o m a n		*ʂoma	seios,  leite	Shar ʂoma, ʂoman ‘seno;;  teta’
9070	§429	Shanenáwa	Shan	seio feminino,  mamar			ʂuma		ʂ u m a		*ʂoma	seios,  leite	Shan ʂuma ‘seio feminino;;  mamar’
9071	§429	Katukina	Kat	seio			ʃuma		ʃ u m a		*ʂoma	seios,  leite	Kat ʃuma ‘seio’
9072	§429	Poyanáwa	Poy	seios			hu᷈ba		h u᷈ b a		*ʂoma	seios,  leite	Poy hu᷈ba ‘seios’
9073	§429	Amawáka	A	leche animal			xoma II		xoma II		*ʂoma	seios,  leite	A xoma II ‘leche animal’
9074	§429	Kaxinawá	Kn	teta			ʂuma		ʂ u m a		*ʂoma	seios,  leite	Kn ʂuma ‘teta’
9075	§429	Marináwa	M	seios,  leite	1		ʂómá		ʂ ó m á		*ʂoma	seios,  leite	M ʂómá
9076	§429	Yawanawá	Yaw	peito			ʃuma		ʃ u m a		*ʂoma	seios,  leite	Yaw ʃuma ‘peito’
9077	§429	Korúbo	Ko	leite,  seio			ʂuma		ʂ u m a		*ʂoma	seios,  leite	Ko ʂuma ‘leite;;  seio’
9078	§429	Matís	Mt	seio			ʂuma		ʂ u m a		*ʂoma	seios,  leite	Mt ʂuma ‘seio’
9079	§429	Mayorúna	My	seno			ʂuma		ʂ u m a		*ʂoma	seios,  leite	My ʂuma ‘seno, teta, pezón, tetilla;;  músculos del pecho’
9080	§429	Mayorúna	My	seios,  leite	1		teta		t e t a		*ʂoma	seios,  leite	My ʂuma ‘seno, teta, pezón, tetilla;;  músculos del pecho’
9081	§429	Mayorúna	My	seios,  leite	1		pezón		p e z ó n		*ʂoma	seios,  leite	My ʂuma ‘seno, teta, pezón, tetilla;;  músculos del pecho’
9082	§429	Mayorúna	My	seios,  leite	1		tetilla,  músculos del pecho’		tetilla,  músculos del pecho’		*ʂoma	seios,  leite	My ʂuma ‘seno, teta, pezón, tetilla;;  músculos del pecho’
9083	§430	Kakataibo	Ksh	verde, nãomaduro	1		ʂoo		ʂ oo		*ʂoo	verde, nãomaduro	Ksh ʂoo
9084	§430	ShipiboKonibo	SK	verde, nãomaduro	1		ʂoó		ʂ o ó		*ʂoo	verde, nãomaduro	SK ʂoó
9085	§430	Kapanawa	Kp	verde, nãomaduro	1		ʂoo		ʂ oo		*ʂoo	verde, nãomaduro	Kp ʂoo
9087	§430	Chákobo	Ch	verde, nãomaduro	1		ʂoo		ʂ oo		*ʂoo	verde, nãomaduro	Ch ʂoo
9090	§430	Chanináwa	Chan	verde, nãomaduro	1		ʃoo		ʃ oo		*ʂoo	verde, nãomaduro	Chan ʃoo, ʂoo ‘verde’
9091	§430	Chanináwa	Chan	verde			ʂoo		ʂ oo		*ʂoo	verde, nãomaduro	Chan ʃoo, ʂoo ‘verde’
9092	§430	Sharanáwa	Shar	verde,  inmaduro			ʂo		ʂ o		*ʂoo	verde, nãomaduro	Shar ʂo ‘verde;;  inmaduro’
9093	§430	Shanenáwa	Shan	verde, nãomaduro	1		ʂu		ʂ u		*ʂoo	verde, nãomaduro	Shan ʂu
9094	§430	Katukina	Kat	verde, nãomaduro	1		ʂau	1	** ʂ au		*ʂoo	verde, nãomaduro	Kat **ʂau
9096	§430	Amawáka	A	verde, nãomaduro	1		xoo I		xoo I		*ʂoo	verde, nãomaduro	A xoo I
9097	§430	Kaxinawá	Kn	verde, nãomaduro	1		ʂu		ʂ u		*ʂoo	verde, nãomaduro	Kn ʂu
9098	§430	Marináwa	M	verde, nãomaduro	1		ʂo		ʂ o		*ʂoo	verde, nãomaduro	M ʂo
9101	§430	Matís	Mt	maduro			ʂu		ʂ u		*ʂoo	verde, nãomaduro	Mt ʂu ‘maduro’
9102	§430	Mayorúna	My	verde (no-maduro)			ʂu		ʂ u		*ʂoo	verde, nãomaduro	My ʂu ‘verde (no-maduro)’
9103	§431	Kakataibo	Ksh	mamão	1		ʂopã́		ʂ o p ã́		*ʂopa[n]	mamão	Ksh ʂopã́
9104	§431	ShipiboKonibo	SK	mamão	1		ʂopã́		ʂ o p ã́		*ʂopa[n]	mamão	SK ʂopã́
9105	§431	Kapanawa	Kp	mamão	1		ʂopán		ʂ o p á n		*ʂopa[n]	mamão	Kp ʂopán
9109	§431	Yamináwa	Yam	papaya			ʂopa		ʂ o p a	 (FAUST; LOOS, 2002	*ʂopa[n]	mamão	Yam ʂopa ‘papaya’ (FAUST; LOOS;; 2002)
9111	§431	Sharanáwa	Shar	mamão	1		ʂopa		ʂ o p a		*ʂopa[n]	mamão	Shar ʂopa, ʂopan ‘papaya’
9112	§431	Sharanáwa	Shar	papaya			ʂopan		ʂ o p a n		*ʂopa[n]	mamão	Shar ʂopa, ʂopan ‘papaya’
9113	§431	Shanenáwa	Shan	mamão			supa		s u p a		*ʂopa[n]	mamão	Shan supa ‘mamão’
9114	§431	Katukina	Kat	mamão			ʂu᷈pa [ʂu᷈mˈba]		ʂu᷈pa [ʂu᷈mˈba]	 (BARROS, 1987	*ʂopa[n]	mamão	Kat ʂu᷈pa [ʂu᷈mˈba] ‘mamão’ (BARROS;; 1987)
9116	§431	Amawáka	A	clase de calabaza comestible			xopã II		xopã II		*ʂopa[n]	mamão	A xopã II ‘clase de calabaza comestible’
9117	§431	Kaxinawá	Kn	mamão	1		ʂupã		ʂ u p ã		*ʂopa[n]	mamão	Kn ʂupã
9118	§431	Marináwa	M	mamão	1		ʂopa		ʂ o p a		*ʂopa[n]	mamão	M ʂopa
9119	§431	Yawanawá	Yaw	mamão			ʂupa		ʂ u p a		*ʂopa[n]	mamão	Yaw ʂupa ‘mamão’
9123	§432	Kakataibo	Ksh	plumón			ʂopó		ʂ o p ó		*ʂopoCc :	mamão	Ksh ʂopó ‘plumón’
9124	§432	ShipiboKonibo	SK	plumas suaves			ʂopó		ʂ o p ó		*ʂopoCc :	mamão	SK ʂopó ‘plumas suaves’
9125	§432	Kapanawa	Kp	kapok			ʂopó		ʂ o p ó		*ʂopoCc :	mamão	Kp ʂopó ‘kapok’
9127	§432	Chákobo	Ch	plumón de pato			ˈʂopo		ˈʂ o p o	 (ZINGG, 1998	*ʂopoCc :	mamão	Ch ˈʂopo ‘plumón de pato’ (ZINGG;; 1998)
9131	§432	Sharanáwa	Shar	mamão	1		ʂopo		ʂ o p o		*ʂopoCc :	mamão	Shar ʂopo, ʂopon ‘vello;;  pelo del cuerpo de un animal’
9132	§432	Sharanáwa	Shar	vello,  pelo del cuerpo de un animal			ʂopon		ʂ o p o n		*ʂopoCc :	mamão	Shar ʂopo, ʂopon ‘vello;;  pelo del cuerpo de un animal’
9136	§432	Amawáka	A	pelos pequeños,  pelusa en la parte posterior de la hoja			xopo II		xopo II		*ʂopoCc :	mamão	A xopo II ‘pelos pequeños;;  pelusa en la parte posterior de la hoja’
9137	§432	Kaxinawá	Kn	vello,  peluza de la cabeza de un recién nacido			ʂupu		ʂ u p u	 (MONTAG, 1981	*ʂopoCc :	mamão	Kn ʂupu ‘vello;;  peluza de la cabeza de un recién nacido’ (MONTAG;; 1981)
9138	§432	Marináwa	M	piel,  vello corporal			ʂópo		ʂ ó p o		*ʂopoCc :	mamão	M ʂópo ‘piel;;  vello corporal’
9142	§432	Mayorúna	My	bolsa de corteza para guardar isana,  plumas,  algodón u otras cosas			(ʂupud [ʂuˈpud]		(ʂupud [ʂuˈpud]		*ʂopoCc :	mamão	My (ʂupud [ʂuˈpud] ‘bolsa de corteza para guardar isana;;  plumas;;  algodón u otras cosas’)
9143	§433	Kakataibo	Ksh	pecho de ave			ʂotsi		ʂ o t s i		*ʂotsi	peito	Ksh ʂotsi ‘pecho de ave’
9144	§433	ShipiboKonibo	SK	peito	1		ʂotʃi		ʂ o t ʃ i		*ʂotsi	peito	SK ʂotʃi
9145	§433	Kapanawa	Kp	pecho			ʂotʃi		ʂ o t ʃ i		*ʂotsi	peito	Kp ʂotʃi ‘pecho’
9146	§433	Marúbo	Mar	pecho			ˈʂutʃi 		ˈʂutʃi 	CABRAL; OLIVEIRA, 2012	*ʂotsi	peito	Mar ˈʂutʃi (CABRAL; OLIVEIRA;; 2012)
9149	§433	Yamináwa	Yam	peito	1		ʂotʃi		ʂ o t ʃ i		*ʂotsi	peito	Yam ʂotʃi
9150	§433	Chanináwa	Chan	peito	1		ʃotʃi		ʃ o t ʃ i		*ʂotsi	peito	Chan ʃotʃi, ʂotʃi
9151	§433	Chanináwa	Chan	peito	1		ʂotʃi		ʂ o t ʃ i		*ʂotsi	peito	Chan ʃotʃi, ʂotʃi
9152	§433	Sharanáwa	Shar	peito	1		ʂotʃi		ʂ o t ʃ i		*ʂotsi	peito	Shar ʂotʃi, ʂotʃin
9153	§433	Sharanáwa	Shar	peito	1		ʂotʃin		ʂ o t ʃ i n		*ʂotsi	peito	Shar ʂotʃi, ʂotʃin
9154	§433	Shanenáwa	Shan	peito	1		ʂutʃi		ʂ u t ʃ i		*ʂotsi	peito	Shan ʂutʃi
9155	§433	Katukina	Kat	peito	1		ʃutʃi		ʃ u t ʃ i		*ʂotsi	peito	Kat ʃutʃi
9157	§433	Amawáka	A	peito	1		xotʃi II		xotʃi II		*ʂotsi	peito	A xotʃi II
9158	§433	Kaxinawá	Kn	pecho,  buche de ave			ʂutʃi		ʂ u t ʃ i		*ʂotsi	peito	Kn ʂutʃi ‘pecho;;  buche de ave’
9159	§433	Marináwa	M	peito	1		ʂotʃí		ʂ o t ʃ í		*ʂotsi	peito	M ʂotʃí
9160	§433	Yawanawá	Yaw	peito	1		ʂutʃi		ʂ u t ʃ i		*ʂotsi	peito	Yaw ʂutʃi
9164	§434	Kakataibo	Ksh	menina,  moça	1		ʂõtako		ʂ õ t a k o		*ʂõtako	menina,  moça	Ksh ʂõtako
9165	§434	ShipiboKonibo	SK	menina,  moça	1		ʂõtako		ʂ õ t a k o		*ʂõtako	menina,  moça	SK ʂõtako
9166	§434	Kapanawa	Kp	menina,  moça	1		ʂontako		ʂ o n t a k o		*ʂõtako	menina,  moça	Kp ʂontako
9168	§434	Chákobo	Ch	la muchacha			ˈʂotako		ˈʂ o t a k o	 (ZINGG, 1998	*ʂõtako	menina,  moça	Ch ˈʂotako ‘la muchacha’ (ZINGG;; 1998)
9170	§434	Yamináwa	Yam	menina,  moça	1		ʂotoɸakɨ		ʂ o t o ɸ a k ɨ		*ʂõtako	menina,  moça	Yam ʂotoɸakɨ, ʂotoɸakɨ᷈, ʂotokoɸakɨ, ʂotokoɸakɨ᷈ ‘mujer’
9171	§434	Yamináwa	Yam	menina,  moça	1		ʂotoɸakɨ᷈		ʂ o t o ɸ a k ɨ᷈		*ʂõtako	menina,  moça	Yam ʂotoɸakɨ, ʂotoɸakɨ᷈, ʂotokoɸakɨ, ʂotokoɸakɨ᷈ ‘mujer’
9172	§434	Yamináwa	Yam	menina,  moça	1		ʂotokoɸakɨ		ʂ o t o k o ɸ a k ɨ		*ʂõtako	menina,  moça	Yam ʂotoɸakɨ, ʂotoɸakɨ᷈, ʂotokoɸakɨ, ʂotokoɸakɨ᷈ ‘mujer’
9173	§434	Yamináwa	Yam	mujer			ʂotokoɸakɨ᷈		ʂ o t o k o ɸ a k ɨ᷈		*ʂõtako	menina,  moça	Yam ʂotoɸakɨ, ʂotoɸakɨ᷈, ʂotokoɸakɨ, ʂotokoɸakɨ᷈ ‘mujer’
9175	§434	Sharanáwa	Shar	menina,  moça	1		ʂotokoɸakɨ		ʂ o t o k o ɸ a k ɨ		*ʂõtako	menina,  moça	Shar ʂotokoɸakɨ, ʂotokoɸakɨn ‘niña’
9176	§434	Sharanáwa	Shar	niña			ʂotokoɸakɨn		ʂ o t o k o ɸ a k ɨ n		*ʂõtako	menina,  moça	Shar ʂotokoɸakɨ, ʂotokoɸakɨn ‘niña’
9177	§434	Shanenáwa	Shan	moça			ʂutakɨ fakɨ		ʂutakɨ fakɨ		*ʂõtako	menina,  moça	Shan ʂutakɨ fakɨ ‘moça’
9180	§434	Amawáka	A	mujer joven			xõtako II		xõtako II		*ʂõtako	menina,  moça	A xõtako II ‘mujer joven’
9181	§434	Kaxinawá	Kn	tocayo			(ʂuta		( ʂ u t a	 (MONTAG, 1980	*ʂõtako	menina,  moça	Kn (ʂuta ‘tocayo’ (MONTAG;; 1980))
9182	§434	Marináwa	M	menina,  moça	1		ʂótoko		ʂ ó t o k o		*ʂõtako	menina,  moça	M ʂótoko
9183	§434	Yawanawá	Yaw	menina			ʃutaku βakɨ		ʃutaku βakɨ		*ʂõtako	menina,  moça	Yaw ʃutaku βakɨ ‘menina’
9185	§434	Matís	Mt	jovem,  rapaz			(buntak		( b u n t a k		*ʂõtako	menina,  moça	Mt (buntak ‘jovem;;  rapaz’)
9186	§434	Mayorúna	My	mujer joven			(buntak [bun.ˈtak]		(buntak [bun.ˈtak]		*ʂõtako	menina,  moça	My (buntak [bun.ˈtak] ‘mujer joven’)
