ID	IDX	DOCULECT	DOCULECTID	CONCEPT	CONCEPT_FROM_PROTO	CONCEPT_ADDED	VALUE	VALUE_UNCERTAIN	TOKENS	NOTE	SOURCE	PROTOFORM	PROTOCONCEPT	ENTRY_IN_SOURCE
8038	§369	Kakataibo	Ksh	esp. de macaco	1		riri		r i r i			ɽiɽo	esp. de macaco	Ksh riri
8039	§369	ShipiboKonibo	SK	esp. de macaco	1		riro		r i r o			ɽiɽo	esp. de macaco	SK riro
8040	§369	Kapanawa	Kp	esp. de macaco	1		riro		r i r o			ɽiɽo	esp. de macaco	Kp riro
8042	§369	Chákobo	Ch	mono cuatro ojos			ˈriro		ˈr i r o			ɽiɽo	esp. de macaco	Ch ˈriro ‘mono cuatro ojos’
8044	§369	Yamináwa	Yam	musmuque (esp. de mono)			riro		r i r o		Eakin2008	ɽiɽo	esp. de macaco	Yam riro ‘musmuque (esp. de mono)’ (EAKEN;; 2008)
8046	§369	Sharanáwa	Shar	esp. de macaco	1		riro		r i r o			ɽiɽo	esp. de macaco	Shar riro, riron ‘musmuque (esp. de mono nocturno)’
8047	§369	Sharanáwa	Shar	musmuque (esp. de mono nocturno)			riron		r i r o n			ɽiɽo	esp. de macaco	Shar riro, riron ‘musmuque (esp. de mono nocturno)’
8051	§369	Amawáka	A	esp. de macaco	1		riro II		riro II			ɽiɽo	esp. de macaco	A riro II
8052	§369	Kaxinawá	Kn	esp. de macaco	1		nidu		n i d u			ɽiɽo	esp. de macaco	Kn nidu
8053	§369	Marináwa	M	esp. de macaco	1		ríró		r í r ó			ɽiɽo	esp. de macaco	M ríró
8054	§369	Yawanawá	Yaw	macaco da noite			riru		r i r u			ɽiɽo	esp. de macaco	Yaw riru ‘macaco da noite’
8057	§369	Mayorúna	My	mono nocturno, musmuqui			dide		d i d e			ɽiɽo	esp. de macaco	My dide ‘mono nocturno;;  musmuqui’
8058	§370	Proto-Panoan	Proto	fio, corda		0	ɽisiβitʃi		ɽ i s i β i t ʃ i		Oliveira2014	ɽisiβitʃi	fio,  corda	*ɽisiβitʃi ‘fio;;  corda’ :
8059	§370	Kakataibo	Ksh	hilo			risi		r i s i			ɽisiβitʃi	fio,  corda	Ksh risi ‘hilo’, risi βɨntsin ‘hilo fino’ (SHELL;; 1987)
8060	§370	Kakataibo	Ksh	hilo fino			risi βɨntsin		risi βɨntsin		Shell1987	ɽisiβitʃi	fio,  corda	Ksh risi ‘hilo’, risi βɨntsin ‘hilo fino’ (SHELL;; 1987)
8061	§370	ShipiboKonibo	SK	fio, corda	1		risβí		r i s β í			ɽisiβitʃi	fio,  corda	SK risβí
8062	§370	Kapanawa	Kp	fio, corda	1		risβí		r i s β í			ɽisiβitʃi	fio,  corda	Kp risβí
8064	§370	Chákobo	Ch	fio, corda	1		risˈpi		r i s ˈp i			ɽisiβitʃi	fio,  corda	Ch risˈpi, risˈpitʃi ‘soga’ (ZINGG;; 1998), rispítʃi
8065	§370	Chákobo	Ch	soga			risˈpitʃi		r i s ˈp i t ʃ i		Zingg1998	ɽisiβitʃi	fio,  corda	Ch risˈpi, risˈpitʃi ‘soga’ (ZINGG;; 1998), rispítʃi
8066	§370	Chákobo	Ch	fio, corda	1		rispítʃi		r i s p í t ʃ i			ɽisiβitʃi	fio,  corda	Ch risˈpi, risˈpitʃi ‘soga’ (ZINGG;; 1998), rispítʃi
8068	§370	Yamináwa	Yam	soga			risɸitʃi᷈		r i s ɸ i t ʃ i᷈		Faust2002	ɽisiβitʃi	fio,  corda	Yam risɸitʃi᷈ ‘soga’ (FAUST; LOOS;; 2002)
8070	§370	Sharanáwa	Shar	fio, corda	1		rɨsɸi		r ɨ s ɸ i			ɽisiβitʃi	fio,  corda	Shar rɨsɸi, rɨsɸin ‘soga’
8071	§370	Sharanáwa	Shar	soga			rɨsɸin		r ɨ s ɸ i n			ɽisiβitʃi	fio,  corda	Shar rɨsɸi, rɨsɸin ‘soga’
8073	§370	Katukina	Kat	corda de amarrar rede			risiβi		r i s i β i			ɽisiβitʃi	fio,  corda	Kat risiβi ‘corda de amarrar rede’
8074	§370	Poyanáwa	Poy	corda			risβɨ		r i s β ɨ			ɽisiβitʃi	fio,  corda	Poy risβɨ ‘corda’
8075	§370	Amawáka	A	fio, corda	1		riswii I		riswii I			ɽisiβitʃi	fio,  corda	A riswii I
8076	§370	Kaxinawá	Kn	fio, corda	1		dispi		d i s p i			ɽisiβitʃi	fio,  corda	Kn dispi
8077	§370	Marináwa	M	fio, corda	1		rísɸi		r í s ɸ i			ɽisiβitʃi	fio,  corda	M rísɸi
8078	§370	Yawanawá	Yaw	corda			ɾɨsβin		ɾ ɨ s β i n			ɽisiβitʃi	fio,  corda	Yaw ɾɨsβin ‘corda’
8082	§371	Proto-Panoan	Proto	fio		0	ɽisis		ɽ i s i s		Oliveira2014	ɽisis	fio	*ɽisis ‘fio’ :
8083	§371	Kakataibo	Ksh	hilo			risi		r i s i			ɽisis	fio	Ksh risi ‘hilo’
8087	§371	Chákobo	Ch	fio	1		riˈsisi		r i ˈs i s i			ɽisis	fio	Ch riˈsisi, riˈsis ‘la pita;;  el hilo’, risísi ‘hilo’
8088	§371	Chákobo	Ch	la pita, el hilo			riˈsis		r i ˈs i s			ɽisis	fio	Ch riˈsisi, riˈsis ‘la pita;;  el hilo’, risísi ‘hilo’
8089	§371	Chákobo	Ch	hilo			risísi		r i s í s i			ɽisis	fio	Ch riˈsisi, riˈsis ‘la pita;;  el hilo’, risísi ‘hilo’
8090	§371	Kaxararí	Kax	linha			tʃitʃiˈsi [tʃitʃiˈsi]		tʃitʃiˈsi [tʃitʃiˈsi]		Couto2005	ɽisis	fio	Kax tʃitʃiˈsi [tʃitʃiˈsi] ‘linha’ (COUTO;; 2005)
8095	§371	Katukina	Kat	linha			risis		r i s i s			ɽisis	fio	Kat risis ‘linha’
8096	§371	Poyanáwa	Poy	rede			risi		r i s i			ɽisis	fio	Poy risi ‘rede’
8097	§371	Amawáka	A	hamaca			risí I		risí I			ɽisis	fio	A risí I ‘hamaca’
8098	§371	Kaxinawá	Kn	fio	1		disi		d i s i			ɽisis	fio	Kn disi
8104	§372	Proto-Panoan	Proto	guariba (esp. de macaco), mono aullador		0	ɽoʔo		ɽ o ʔ o		Oliveira2014	ɽoʔo	guariba (esp. de macaco), mono aullador	*ɽoʔo ‘guariba (esp. de macaco);; mono aullador’ :
8105	§372	Kakataibo	Ksh	guariba (esp. de macaco), mono aullador	1		roo		r oo			ɽoʔo	guariba (esp. de macaco), mono aullador	Ksh roo, **ru ‘coto (esp. de mono)’ (SHELL;; 1987)
8106	§372	Kakataibo	Ksh	coto (esp. de mono)			ru	1	** r u		Shell1987	ɽoʔo	guariba (esp. de macaco), mono aullador	Ksh roo, **ru ‘coto (esp. de mono)’ (SHELL;; 1987)
8107	§372	ShipiboKonibo	SK	guariba (esp. de macaco), mono aullador	1		roó		r o ó			ɽoʔo	guariba (esp. de macaco), mono aullador	SK roó
8108	§372	Kapanawa	Kp	guariba (esp. de macaco), mono aullador	1		roʔo		r o ʔ o			ɽoʔo	guariba (esp. de macaco), mono aullador	Kp roʔo
8109	§372	Marúbo	Mar	guariba			ru		r u		Anonby2010	ɽoʔo	guariba (esp. de macaco), mono aullador	Mar ru ‘guariba’ (ANONBY; HOLBROOK;; 2010)
8110	§372	Chákobo	Ch	guariba (esp. de macaco), mono aullador	1		roʔo		r o ʔ o			ɽoʔo	guariba (esp. de macaco), mono aullador	Ch roʔo
8111	§372	Kaxararí	Kax	guariba			ˈtʃhɨʔɨ		ˈt ʃ h ɨ ʔ ɨ	 (PICKERING,  s.d.		ɽoʔo	guariba (esp. de macaco), mono aullador	Kax ˈtʃhɨʔɨ ‘guariba’ (PICKERING;;  s.d.)
8112	§372	Yamináwa	Yam	guariba (esp. de macaco), mono aullador	1		roo		r oo			ɽoʔo	guariba (esp. de macaco), mono aullador	Yam roo, roõ ‘mono coto’
8113	§372	Yamináwa	Yam	mono coto			roõ		r oõ			ɽoʔo	guariba (esp. de macaco), mono aullador	Yam roo, roõ ‘mono coto’
8117	§372	Katukina	Kat	macaco capelão			ruku [ruˈkuʔ]		ruku [ruˈkuʔ]			ɽoʔo	guariba (esp. de macaco), mono aullador	Kat ruku [ruˈkuʔ] ‘macaco capelão’
8118	§372	Poyanáwa	Poy	guariba			ru		r u			ɽoʔo	guariba (esp. de macaco), mono aullador	Poy ru ‘guariba’
8119	§372	Amawáka	A	guariba (esp. de macaco), mono aullador	1		roʔo II		roʔo II			ɽoʔo	guariba (esp. de macaco), mono aullador	A roʔo II
8120	§372	Kaxinawá	Kn	guariba (esp. de macaco), mono aullador	1		du		d u			ɽoʔo	guariba (esp. de macaco), mono aullador	Kn du
8121	§372	Marináwa	M	guariba (esp. de macaco), mono aullador	1		ró		r ó			ɽoʔo	guariba (esp. de macaco), mono aullador	M ró
8122	§372	Yawanawá	Yaw	capelão (macaco)			ɾu		ɾ u			ɽoʔo	guariba (esp. de macaco), mono aullador	Yaw ɾu ‘capelão (macaco)’
8123	§372	Korúbo	Ko	macaco guariba			tɨon	1	** t ɨo n			ɽoʔo	guariba (esp. de macaco), mono aullador	Ko **tɨon ‘macaco guariba’
8124	§372	Matís	Mt	guariba			du		d u			ɽoʔo	guariba (esp. de macaco), mono aullador	Mt du ‘guariba’
8126	§373	Proto-Panoan	Proto	machado		0	ɽoɨ		ɽ oɨ		Oliveira2014	ɽoɨ	machado	*ɽoɨ ‘machado’ :
8127	§373	Kakataibo	Ksh	hacha de piedra			roɨ		r oɨ			ɽoɨ	machado	Ksh roɨ ‘hacha de piedra’
8128	§373	ShipiboKonibo	SK	machado	1		roɨ		r oɨ			ɽoɨ	machado	SK roɨ
8129	§373	Kapanawa	Kp	machado	1		rowɨ		r o w ɨ			ɽoɨ	machado	Kp rowɨ
8130	§373	Marúbo	Mar	machado			ˈruɨ		ˈr uɨ		Anonby2010	ɽoɨ	machado	Mar ˈruɨ ‘machado’ (ANONBY; HOLBROOK;; 2010)
8136	§373	Shanenáwa	Shan	machado			ɾuɨ		ɾ uɨ			ɽoɨ	machado	Shan ɾuɨ ‘machado’
8137	§373	Katukina	Kat	machado			ɾui		ɾ ui			ɽoɨ	machado	Kat ɾui ‘machado’
8138	§373	Poyanáwa	Poy	pedra			ruɨ		r uɨ			ɽoɨ	machado	Poy ruɨ ‘pedra’
8139	§373	Amawáka	A	machado	1		rowɨ I		rowɨ I			ɽoɨ	machado	A rowɨ I
8140	§373	Kaxinawá	Kn	hacha			duɨ		d uɨ			ɽoɨ	machado	Kn duɨ ‘hacha’
8141	§373	Marináwa	M	machado	1		rowɨ		r o w ɨ			ɽoɨ	machado	M rowɨ
8142	§373	Yawanawá	Yaw	machado			ɾuɨ [ruˈɨ] 		ɾuɨ [ruˈɨ] 		Cabral2010	ɽoɨ	machado	Yaw ɾuɨ [ruˈɨ] (CABRAL; OLIVEIRA;; 2010)
8144	§373	Matís	Mt	faca			duɨ		d uɨ			ɽoɨ	machado	Mt duɨ ‘faca’
8145	§373	Mayorúna	My	hacha (palabra antigua)			duɨ		d uɨ			ɽoɨ	machado	My duɨ ‘hacha (palabra antigua)’
8147	§374	Proto-Panoan	Proto	tabaco		0	ɽomɨ		ɽ o m ɨ		Oliveira2014	ɽomɨ	tabaco	*ɽomɨ ‘tabaco’ :
8148	§374	Kakataibo	Ksh	tabaco	1		romɨ		r o m ɨ			ɽomɨ	tabaco	Ksh romɨ
8149	§374	ShipiboKonibo	SK	tabaco	1		romɨ		r o m ɨ			ɽomɨ	tabaco	SK romɨ
8150	§374	Kapanawa	Kp	tabaco	1		romɨ		r o m ɨ			ɽomɨ	tabaco	Kp romɨ
8151	§374	Marúbo	Mar	tabaco			ˈrumbɨ		ˈr u m b ɨ		Anonby2010	ɽomɨ	tabaco	Mar ˈrumbɨ ‘tabaco’ (ANONBY; HOLBROOK;; 2010), romɨ ‘tabaco’ (CESARINO;; 2008), ɾomɨ [ɾū᷈mɯ]̆ ‘fumo’ (COSTA;; 1992)
8152	§374	Marúbo	Mar	tabaco			romɨ		r o m ɨ		Cesarino2008	ɽomɨ	tabaco	Mar ˈrumbɨ ‘tabaco’ (ANONBY; HOLBROOK;; 2010), romɨ ‘tabaco’ (CESARINO;; 2008), ɾomɨ [ɾū᷈mɯ]̆ ‘fumo’ (COSTA;; 1992)
8153	§374	Marúbo	Mar	fumo			ɾomɨ [ɾū᷈mɯ]̆		ɾomɨ [ɾū᷈mɯ]̆		Costa1992	ɽomɨ	tabaco	Mar ˈrumbɨ ‘tabaco’ (ANONBY; HOLBROOK;; 2010), romɨ ‘tabaco’ (CESARINO;; 2008), ɾomɨ [ɾū᷈mɯ]̆ ‘fumo’ (COSTA;; 1992)
8154	§374	Chákobo	Ch	tabaco	1		romɨ		r o m ɨ			ɽomɨ	tabaco	Ch romɨ
8158	§374	Sharanáwa	Shar	tabaco	1		romɨ		r o m ɨ			ɽomɨ	tabaco	Shar romɨ, romɨn ‘tabaco’
8159	§374	Sharanáwa	Shar	tabaco			romɨn		r o m ɨ n			ɽomɨ	tabaco	Shar romɨ, romɨn ‘tabaco’
8161	§374	Katukina	Kat	fumo			ɾumɨ		ɾ u m ɨ			ɽomɨ	tabaco	Kat ɾumɨ ‘fumo’
8163	§374	Amawáka	A	tabaco	1		romɨ II		romɨ II			ɽomɨ	tabaco	A romɨ II
8164	§374	Kaxinawá	Kn	tabaco	1		dumɨ		d u m ɨ			ɽomɨ	tabaco	Kn dumɨ
8165	§374	Marináwa	M	tabaco	1		romɨ		r o m ɨ			ɽomɨ	tabaco	M romɨ
8170	§375	Proto-Panoan	Proto	cobra		0	ɽoro		ɽ o r o		Oliveira2014	ɽoro	cobra	*ɽoro ‘cobra’ :
8171	§375	Kakataibo	Ksh	cobra	1		rono		r o n o			ɽoro	cobra	Ksh rono
8172	§375	ShipiboKonibo	SK	cobra	1		rono		r o n o			ɽoro	cobra	SK rono
8173	§375	Kapanawa	Kp	cobra	1		rono		r o n o			ɽoro	cobra	Kp rono
8174	§375	Marúbo	Mar	cobra			runu		r u n u		Anonby2010	ɽoro	cobra	Mar runu ‘cobra’ (ANONBY; HOLBROOK;; 2010)
8175	§375	Chákobo	Ch	cobra	1		rono		r o n o			ɽoro	cobra	Ch rono
8176	§375	Kaxararí	Kax	cobra			tʃuˈlu		t ʃ u ˈl u		Valenzuela2012	ɽoro	cobra	Kax tʃuˈlu ‘cobra’ (VALENZUELA; OLIVEIRA;; 2012)
8177	§375	Yamináwa	Yam	cobra	1		rono		r o n o			ɽoro	cobra	Yam rono, ronõ ‘culebra’ (EAKEN;; 2008)
8178	§375	Yamináwa	Yam	culebra			ronõ		r o n õ		Eakin2008	ɽoro	cobra	Yam rono, ronõ ‘culebra’ (EAKEN;; 2008)
8179	§375	Chanináwa	Chan	serpiente, víbora			rodo		r o d o			ɽoro	cobra	Chan rodo ‘serpiente;;  víbora’
8180	§375	Sharanáwa	Shar	cobra	1		rono		r o n o			ɽoro	cobra	Shar rono, ronon ‘culebra;;  víbora’
8181	§375	Sharanáwa	Shar	culebra, víbora			ronon		r o n o n			ɽoro	cobra	Shar rono, ronon ‘culebra;;  víbora’
8182	§375	Shanenáwa	Shan	cobra			ɾunu		ɾ u n u			ɽoro	cobra	Shan ɾunu ‘cobra’
8183	§375	Katukina	Kat	cobra			ɾunu		ɾ u n u			ɽoro	cobra	Kat ɾunu ‘cobra’
8184	§375	Poyanáwa	Poy	cobra grande			ɾu᷈du		ɾ u᷈ d u			ɽoro	cobra	Poy ɾu᷈du ‘cobra grande’
8185	§375	Amawáka	A	cobra	1		ronó I		ronó I			ɽoro	cobra	A ronó I
8186	§375	Kaxinawá	Kn	cobra	1		dunu		d u n u			ɽoro	cobra	Kn dunu
8187	§375	Marináwa	M	cobra	1		rono		r o n o			ɽoro	cobra	M rono
8188	§375	Yawanawá	Yaw	cobra			ɾunu		ɾ u n u			ɽoro	cobra	Yaw ɾunu ‘cobra’
8190	§375	Matís	Mt	cobra			dunu		d u n u			ɽoro	cobra	Mt dunu ‘cobra’
8191	§375	Mayorúna	My	nombre de hombre			dunu [du.ˈnu]		dunu [du.ˈnu]			ɽoro	cobra	My dunu [du.ˈnu] ‘nombre de hombre’
8192	§376	Proto-Panoan	Proto	fazer dieta, jejum		0	sama-		s a m a		Oliveira2014	sama-	fazer dieta,  jejum	*sama- ‘fazer dieta;;  jejum’ :
8193	§376	Kakataibo	Ksh	fazer dieta, jejum	1		samá-		s a m á			sama-	fazer dieta,  jejum	Ksh samá-
8194	§376	ShipiboKonibo	SK	ayunar			samá-		s a m á			sama-	fazer dieta,  jejum	SK samá- ‘ayunar’
8195	§376	Kapanawa	Kp	un ayuno			sama		s a m a			sama-	fazer dieta,  jejum	Kp sama ‘un ayuno’, sama- ‘ayunar’
8196	§376	Kapanawa	Kp	ayunar			sama-		s a m a			sama-	fazer dieta,  jejum	Kp sama ‘un ayuno’, sama- ‘ayunar’
8197	§376	Marúbo	Mar	dieta alimentar, resguardo			samá		s a m á			sama-	fazer dieta,  jejum	Mar samá ‘dieta alimentar;;  resguardo’
8198	§376	Chákobo	Ch	ayunar			sama-		s a m a		Zingg1998	sama-	fazer dieta,  jejum	Ch sama- ‘ayunar’ (ZINGG;; 1998)
8200	§376	Yamináwa	Yam	pronto dentro de unos días			samama		s a m a m a			sama-	fazer dieta,  jejum	Yam samama ‘pronto dentro de unos días’
8202	§376	Sharanáwa	Shar	fazer dieta, jejum	1		samai		s a m ai			sama-	fazer dieta,  jejum	Shar samai, samaa ‘hacer dieta;; ayunar;; no tener apetito’
8203	§376	Sharanáwa	Shar	hacer dieta, ayunar, no tener apetito			samaa		s a m aa			sama-	fazer dieta,  jejum	Shar samai, samaa ‘hacer dieta;; ayunar;; no tener apetito’
8207	§376	Amawáka	A	esperar, diferir			sama- I		sama- I			sama-	fazer dieta,  jejum	A sama- I ‘esperar;; diferir’
8208	§376	Kaxinawá	Kn	ayunar			sama-		s a m a			sama-	fazer dieta,  jejum	Kn sama- ‘ayunar’, samama ‘ahora mismo’ (-ma negativo;; etimologia 493)
8209	§376	Kaxinawá	Kn	ahora mismo			samama		s a m a m a	 (-ma negativo, etimologia 493		sama-	fazer dieta,  jejum	Kn sama- ‘ayunar’, samama ‘ahora mismo’ (-ma negativo;; etimologia 493)
8210	§376	Marináwa	M	ayuno			samá		s a m á			sama-	fazer dieta,  jejum	M samá ‘ayuno’
8215	§377	Proto-Panoan	Proto	levantar, suspender		0	sa[n]á[n]-		s a [ n ] á [ n ]		Oliveira2014	sa[n]á[n]-	levantar,  suspender	*sa[n]á[n]- ‘levantar;;  suspender’ :
8216	§377	Kakataibo	Ksh	apuntar, señalar			sanã́		s a n ã́			sa[n]á[n]-	levantar,  suspender	Ksh sanã́ ‘apuntar;;  señalar’
8217	§377	ShipiboKonibo	SK	sostener a la vista			sanã́́-		s a n ã́́			sa[n]á[n]-	levantar,  suspender	SK sanã́́- ‘sostener a la vista’
8219	§377	Marúbo	Mar	exibir			sana		s a n a		Cesarino2008	sa[n]á[n]-	levantar,  suspender	Mar sana ‘exibir’ (CESARINO;; 2008)
8228	§377	Amawáka	A	levantar			sanã- I		sanã- I			sa[n]á[n]-	levantar,  suspender	A sanã- I ‘levantar’
8229	§377	Kaxinawá	Kn	suspender, colgar, levantar			sãnã-		s ã n ã			sa[n]á[n]-	levantar,  suspender	Kn sãnã- ‘suspender;; colgar;; levantar’
8230	§377	Marináwa	M	levantar, suspender	1		sánã		s á n ã			sa[n]á[n]-	levantar,  suspender	M sánã
8234	§377	Mayorúna	My	sostener (una cosa)			sanan		s a n a n			sa[n]á[n]-	levantar,  suspender	My sanan ‘sostener (una cosa)’
8235	§378	Proto-Panoan	Proto	esp. de peixe		0	sa[n]i[n]		s a [ n ] i [ n ]		Oliveira2014	sa[n]i[n]	esp. de peixe	*sa[n]i[n] ‘esp. de peixe’ :
8236	§378	Kakataibo	Ksh	esp. de pez menudo			sanin		s a n i n		Shell1987	sa[n]i[n]	esp. de peixe	Ksh sanin ‘esp. de pez menudo’ (SHELL;; 1987)
8237	§378	ShipiboKonibo	SK	esp. de peixe	1		saˈnin		s a ˈn i n			sa[n]i[n]	esp. de peixe	SK saˈnin, ˈsaniman ‘grupo de pececillos’ (LORIOT; LAURIAULT; DAY;; 1993)
8238	§378	ShipiboKonibo	SK	grupo de pececillos			ˈsaniman		ˈs a n i m a n		Loriot1993	sa[n]i[n]	esp. de peixe	SK saˈnin, ˈsaniman ‘grupo de pececillos’ (LORIOT; LAURIAULT; DAY;; 1993)
8241	§378	Chákobo	Ch	esp. de peixe	1		saˈnino		s a ˈn i n o			sa[n]i[n]	esp. de peixe	Ch saˈnino, saˈni ‘el pez (en general)’, sani
8242	§378	Chákobo	Ch	el pez (en general)			saˈni		s a ˈn i			sa[n]i[n]	esp. de peixe	Ch saˈnino, saˈni ‘el pez (en general)’, sani
8243	§378	Chákobo	Ch	esp. de peixe	1		sani		s a n i			sa[n]i[n]	esp. de peixe	Ch saˈnino, saˈni ‘el pez (en general)’, sani
8251	§378	Amawáka	A	mojarrita			sanin		s a n i n		Hyde1980	sa[n]i[n]	esp. de peixe	A sanin ‘mojarrita’ (HYDE;; 1980)
8252	§378	Kaxinawá	Kn	esp. de pez muy pequeño, sardina			sanin		s a n i n		Montag1981c	sa[n]i[n]	esp. de peixe	Kn sanin ‘esp. de pez muy pequeño;;  sardina’ (MONTAG;; 1981)
8253	§378	Marináwa	M	esp. de peixe	1		sani		s a n i			sa[n]i[n]	esp. de peixe	M sani
8258	§379	Proto-Panoan	Proto	esp. de peixe		0	sani[n] :		sani[n] :		Oliveira2014	sani[n] :	esp. de peixe	*sani[n] :
8259	§379	Kakataibo	Ksh	esp. de peixe	1		saní		s a n í			sani[n] :	esp. de peixe	Ksh saní
8260	§379	Amawáka	A	esp. de peixe	1		sani I		sani I			sani[n] :	esp. de peixe	A sani I
8261	§379	Kaxinawá	Kn	esp. de peixe	1		sani		s a n i			sani[n] :	esp. de peixe	Kn sani
8262	§379	Marináwa	M	clase de pez pequeño			sáni		s á n i			sani[n] :	esp. de peixe	M sáni ‘clase de pez pequeño’
8263	§380	Proto-Panoan	Proto	vestir roupa		0	sawɨCc-		s a w ɨ C c		Oliveira2014	sawɨCc-	vestir roupa	*sawɨCc- ‘vestir roupa’ :
8264	§380	Kakataibo	Ksh	esconderse, andar en un solo sitio dejando pisadas			saˈɨ-ti	1	** s a ˈɨ t i		Shell1987	sawɨCc-	vestir roupa	Ksh **saˈɨ-ti ‘esconderse;; andar en un solo sitio dejando pisadas’ (SHELL;; 1987)
8265	§380	ShipiboKonibo	SK	vestir roupa	1		sawɨ-		s a w ɨ			sawɨCc-	vestir roupa	SK sawɨ-
8266	§380	Kapanawa	Kp	vestir roupa	1		sawɨ		s a w ɨ			sawɨCc-	vestir roupa	Kp sawɨ
8267	§380	Marúbo	Mar	vestir			sawɨ		s a w ɨ		Cesarino2008	sawɨCc-	vestir roupa	Mar sawɨ ‘vestir’ (CESARINO;; 2008)
8268	§380	Chákobo	Ch	verstirse, ponerse ropas			sawɨ		s a w ɨ			sawɨCc-	vestir roupa	Ch sawɨ ‘verstirse;;  ponerse ropas’
8272	§380	Sharanáwa	Shar	vestir roupa	1		sawɨi		s a w ɨi			sawɨCc-	vestir roupa	Shar sawɨi, sawɨa ‘vestir;;  poner ropa’
8273	§380	Sharanáwa	Shar	vestir, poner ropa			sawɨa		s a w ɨa			sawɨCc-	vestir roupa	Shar sawɨi, sawɨa ‘vestir;;  poner ropa’
8275	§380	Katukina	Kat	vestir roupa	1		sawɨ		s a w ɨ			sawɨCc-	vestir roupa	Kat sawɨ
8277	§380	Amawáka	A	ponerse ropa			saɨ-		s aɨ			sawɨCc-	vestir roupa	A saɨ- ‘ponerse ropa’
8278	§380	Kaxinawá	Kn	vestir roupa	1		sawɨ-		s a w ɨ			sawɨCc-	vestir roupa	Kn sawɨ-
8279	§380	Marináwa	M	gente que usa ropa			sáwɨ́́		s á w ɨ́́			sawɨCc-	vestir roupa	M sáwɨ́́ ‘gente que usa ropa’
8283	§380	Mayorúna	My	meter varias cosas			saued [sa.ˈwed]		saued [sa.ˈwed]			sawɨCc-	vestir roupa	My saued [sa.ˈwed] ‘meter varias cosas’
8284	§381	Proto-Panoan	Proto	vestir roupa		0	si[n]a :		si[n]a :		Oliveira2014	si[n]a :	vestir roupa	*si[n]a :
8285	§381	Kakataibo	Ksh	feroz			siná		s i n á			si[n]a :	vestir roupa	Ksh siná ‘feroz’
8286	§381	ShipiboKonibo	SK	estar enojado, estar peleando			siná		s i n á			si[n]a :	vestir roupa	SK siná ‘estar enojado;;  estar peleando’
8287	§381	Kapanawa	Kp	feroz, enojado			siná		s i n á			si[n]a :	vestir roupa	Kp siná ‘feroz;;  enojado’
8288	§381	Marúbo	Mar	sério, bravo			siná		s i n á		Cesarino2008	si[n]a :	vestir roupa	Mar siná ‘sério;;  bravo’ (CESARINO;; 2008)
8292	§381	Chanináwa	Chan	bravo, valiente			sidabis		s i d a b i s			si[n]a :	vestir roupa	Chan sidabis ‘bravo;;  valiente’
8293	§381	Sharanáwa	Shar	vestir roupa	1		sinai		s i n ai			si[n]a :	vestir roupa	Shar sinai, sinaa, ‘enojar;;  estar enojado’
8294	§381	Sharanáwa	Shar	vestir roupa	1		sinaa		s i n aa			si[n]a :	vestir roupa	Shar sinai, sinaa, ‘enojar;;  estar enojado’
8297	§381	Katukina	Kat	vestir roupa	1		sinna		s i nn a			si[n]a :	vestir roupa	Kat sinna, sia ‘zangado’
8298	§381	Katukina	Kat	zangado			sia		s ia			si[n]a :	vestir roupa	Kat sinna, sia ‘zangado’
8300	§381	Amawáka	A	vestir roupa	1		sinaa- II		sinaa- II			si[n]a :	vestir roupa	A sinaa- II
8301	§381	Kaxinawá	Kn	estar enojado, molesto			sina		s i n a			si[n]a :	vestir roupa	Kn sina ‘estar enojado;;  molesto’
8302	§381	Marináwa	M	estar enojado			sína-		s í n a			si[n]a :	vestir roupa	M sína- ‘estar enojado’
8305	§381	Matís	Mt	pensar			sinan-kin		s i n a n k i n			si[n]a :	vestir roupa	Mt sinan-kin ‘pensar’
8306	§381	Mayorúna	My	alma, fuerza, valor			sinan		s i n a n	 (Ver também a etimologia 387		si[n]a :	vestir roupa	My sinan ‘alma;; fuerza;; valor’ (Ver também a etimologia 387)
8307	§382	Proto-Panoan	Proto	quati		0	sisi		s i s i		Oliveira2014	sisi	quati	*sisi ‘quati’ :
8308	§382	Kakataibo	Ksh	quati	1		sisi		s i s i			sisi	quati	Ksh sisi
8309	§382	ShipiboKonibo	SK	quati	1		ʃiʃi		ʃ i ʃ i			sisi	quati	SK ʃiʃi
8310	§382	Kapanawa	Kp	quati	1		ʃiʃi		ʃ i ʃ i			sisi	quati	Kp ʃiʃi
8311	§382	Chákobo	Ch	el tejón			ˈʃiʃa	1	** ˈʃ i ʃ a			sisi	quati	Ch **ˈʃiʃa ‘el tejón’
8312	§382	Marúbo	Mar	quati			ʂiʂi		ʂ i ʂ i			sisi	quati	Mar ʂiʂi ‘quati’
8313	§382	Kaxararí	Kax	quati			ʃiʃiwa [ʃiʃiˈwa]		ʃiʃiwa [ʃiʃiˈwa]			sisi	quati	Kax ʃiʃiwa [ʃiʃiˈwa] ‘quati’
8314	§382	Yamináwa	Yam	achuni (animal parecido al oso hormiguero)			ʃiʃi		ʃ i ʃ i			sisi	quati	Yam ʃiʃi ‘achuni (animal parecido al oso hormiguero)’
8316	§382	Sharanáwa	Shar	achuni, coatí			ʂiʂi		ʂ i ʂ i			sisi	quati	Shar ʂiʂi ‘achuni;;  coatí’
