ID	ALIGNMENT	COGID	COGIDS	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	MORPHEMES	COMMENT	SOURCE	PROTO_SET	ENTRY_IN_SOURCE	CONCEPT_IN_SOURCE	UNCERTAIN_COGNACY
6571	t ɨ - t ṍ - ( - - - )	400		adam's apple	Kakataibo	tɨtṍ		t ɨ t ṍ		None		§457	Ksh tɨtṍ		None
6572	t ɨ - t ṍ - ( - - - )	400		adam's apple	ShipiboKonibo	tɨtṍ		t ɨ t ṍ		None		§457	SK tɨtṍ		None
6573	t ɨ - t !ó/o n ( - - - )	400		adam's apple	Kapanawa	tɨtón		t ɨ t !ó/o n		None		§457	Kp tɨtón		None
6574	t ə̃ - t o - ( - - - )	400		adam's apple	Marubo	tə̃ˈto		t ə̃ t o		None	Cabral2010	§457	Mar tɨ̃to [tə̃ˈto] ~ [tə̃ˈtʊ] (CABRAL; OLIVEIRA;; 2010)		None
6575	t ɨ - t o - ( - - - )	400		adam's apple	Chakobo	tɨto		t ɨ t o		None		§457	Ch tɨto ‘manzana de Adán’		None
6576	t ɨ ( - ) - - ( b u ) ɾ ( u )	537		adam's apple	Kaxarari	tɨbuˈɾu		t ɨ b u ɾ u		None	Valenzuela2012	§457	Kax **tɨburu [tɨbuˈɾu] (VALENZUELA; OLIVEIRA;; 2012)		1
6577	t ɨ - t o - ( k o - )	400		adam's apple	Sharanawa	tɨtoko		t ɨ t o k o		None		§457	Shar tɨtoko, tɨtokon ‘nuez de la garganta;;  manzana de Adán’		None
6578	t ɨ - t o - ( k o n )	400		adam's apple	Sharanawa	tɨtokon		t ɨ t o k o n		None		§457	Shar tɨtoko, tɨtokon ‘nuez de la garganta;;  manzana de Adán’		None
6579	t ɨ - t õ - ( - - - )	400		adam's apple	Amawaka	tɨtõ		t ɨ t õ		II		§457	A tɨtõ II ‘esófago’, tɨ́́ʃpí		None
6580	t !ɨ́/ɨ ( ʃ ) - - ( p !í/i ) - ( - )	809		adam's apple	Amawaka	tɨ́́ʃpí		t !ɨ́/ɨ ʃ p !í/i		None		§457	A tɨtõ II ‘esófago’, tɨ́́ʃpí		None
6581	t ɨ - t u - ( k u - )	400		adam's apple	Kaxinawa	tɨtuku		t ɨ t u k u		None		§457	Kn tɨtuku ‘manzana de adán’		None
6582	t !ɨ́/ɨ s t õ - ( - - - )	400		adam's apple	Marinawa	tɨ́ś_tõ		t !ɨ́/ɨ s t õ		None		§457	M tɨ́ś tõ		None
6583	t ɨ k t u n ( - - - )	400		neck	Korubo	tɨktun		t ɨ k t u n		None		§457	Ko tɨktun ‘pescoço’		None
6584	t ɨ - t u n ( - - - )	400		neck	Matis	tɨtun		t ɨ t u n		None		§457	Mt tɨtun ‘pescoço’		None
6585	t ɨ ( - ) - o ( - - ) n ( - )	671		adam's apple	Mayoruna	tɨon		t ɨ o n		None		§457	My **tɨon ‘manzana de Adán’		1
6586	t i	401		nominalizer for instruments	Proto-Panoan	-ti		t i		None	Oliveira2014	§458	*-ti ‘nominalizador de instrumento’ :		None
6587	t i	401		nominalizer for instruments	Kakataibo	-ti		t i		None		§458	Ksh -ti		None
6588	t i	401		nominalizer for instruments	ShipiboKonibo	-ti		t i		None		§458	SK -ti		None
6589	t i	401		nominalizer for instruments	Kapanawa	-ti		t i		None		§458	Kp -ti ‘sufijo verbal nominalizador’		None
6590	t i	401		nominalizer for instruments	Marubo	-ti		t i		(cf. COSTA, 1992		§458	Mar -ti ‘nominalizador de instrumento ou objeto’ (cf. COSTA;; 1992)		None
6591	t !í/i	401		nominalizer for instruments	Chakobo	tí		t !í/i		None		§458	Ch tí ‘sufijo verbal nominalizador’		None
6592	t i	401		nominalizer for instruments	Yaminawa	-ti		t i		None		§458	Yam -ti ‘nominalizador’		None
6593	t i	401		nominalizer for instruments	Sharanawa	-ti		t i		None		§458	Shar -ti ‘nominalizador’		None
6594	t i	401		nominalizer for instruments	Shanenawa	-ti		t i		None		§458	Shan -ti ‘nominalizador instrumental’		None
6595	t i	401		nominalizer for instruments	Katukina	-ti		t i		None		§458	Kat -ti ‘sufixo classificador de objeto inanimado’		None
6596	t i	401		nominalizer for instruments	Kaxinawa	-ti		t i		None		§458	Kn -ti ‘nominalizador;;  “poder”’		None
6597	t i	401		nominalizer for instruments	Marinawa	-ti		t i		None		§458	M -ti		None
6598	t i	401		nominalizer for instruments	Yawanawa	-ti		t i		None		§458	Yaw -ti ‘nominalizador’		None
6599	t e	401		nominalizer for instruments	Korubo	-te		t e		None		§458	Ko -te ‘nominalizador de instrumento’		None
6600	t e	401		nominalizer for instruments	Matis	-te		t e		None		§458	Mt -te ‘nominalizado com função de instrumento’		None
6601	t e	401		nominalizer for instruments	Mayoruna	-te		t e		None	Fleck2003	§458	My -te ‘instrumet nominalizer’ (FLECK;; 2003)		None
6602	( - - ) t i m a ( - - - - )	402		to hit, to strike	Proto-Panoan	tima-		t i m a		None	Oliveira2014	§459	*tima- ‘bater;;  golpear’ :		None
6603	( - - ) t i m a ( - - - - )	402		to hit, to strike	ShipiboKonibo	tima-		t i m a		None		§459	SK tima- ‘golpear;;  golpear la urdimbre al tejer’, βɨtí- ‘golpear en el ojo’		None
6604	( β ɨ ) t !í/i - - ( - - - - )	402		to hit, to strike	ShipiboKonibo	βɨtí-		β ɨ t !í/i		None		§459	SK tima- ‘golpear;;  golpear la urdimbre al tejer’, βɨtí- ‘golpear en el ojo’		None
6605	( - - ) t i m a ( + k i n )	402		to hit, to strike	Kapanawa	tima-kin		t i m a + k i n		None	Loos1998	§459	Kp tima-kin ‘pegar;;  golpear com el puño’ (LOOS; LOOS;; 1998)		None
6606	( - - ) t i m a ( - - - - )	402		to hit, to strike	Chakobo	tima-		t i m a		None		§459	Ch tima- ‘apiñar’		None
6607	( - - ) t i m a ( i - - - )	402		to hit, to strike	Sharanawa	timai		t i m a i		None		§459	Shar timai, timaa ‘machacar;;  moler’		None
6608	( - - ) t i m a ( a - - - )	402		to hit, to strike	Sharanawa	timaa		t i m a a		None		§459	Shar timai, timaa ‘machacar;;  moler’		None
6609	( - - ) t i m a ( - - - - )	402		to hit, to strike	Kaxinawa	tima-		t i m a		None		§459	Kn tima- ‘tejer ropa;; tocar con el codo;; dedo o pie’		None
6610	( - - ) t !í/i m !á/a ( - - - - )	402		to hit, to strike	Marinawa	tímá-		t !í/i m !á/a		None		§459	M tímá- ‘moler alimentos’		None
6611	t i n ( - - )	562		to hit, to strike	Mayoruna	tin		t i n		None		§459	My **tin ‘machacar barbasco’, **tinka ‘patear;;  pisar algo aplastandólo’,  **tinke ‘pisar fuerte’		1
6612	t i n ( k a )	796		to hit, to strike	Mayoruna	tinka		t i n k a		None		§459	My **tin ‘machacar barbasco’, **tinka ‘patear;;  pisar algo aplastandólo’,  **tinke ‘pisar fuerte’		1
6613	t i n ( k e )	797		to hit, to strike	Mayoruna	tinke		t i n k e		None		§459	My **tin ‘machacar barbasco’, **tinka ‘patear;;  pisar algo aplastandólo’,  **tinke ‘pisar fuerte’		1
6614	t o ( - - - - - - - - - - - )	404		shotgun	Proto-Panoan	to...		t o		None	Oliveira2014	§460	*to... ‘espingarda’ :		None
6615	t ó/o ( - - a - - - t i - - - )	404		shotgun	ShipiboKonibo	tóoati		t ó/o a t i		None		§460	SK tóoati ‘escopeta (LORIOT; LAURIAULT; DAY;; 1993), toʔati ‘escopeta;;  la explosión de un arma de fuego’		None
6616	t o ( - - - ʔ a - t i - - - )	404		shotgun	ShipiboKonibo	toʔati		t o ʔ a t i		None		§460	SK tóoati ‘escopeta (LORIOT; LAURIAULT; DAY;; 1993), toʔati ‘escopeta;;  la explosión de un arma de fuego’		None
6617	t o ( - - o ʔ a ʔ t i - - - )	404		shotgun	Kapanawa	tooʔaʔti		t o o ʔ a ʔ t i		None	Loos1998	§460	Kp tooʔaʔti ‘escopeta’ (LOOS; LOOS;; 1998), toʔati		None
6618	t o ( - - - ʔ a - t i - - - )	404		shotgun	Kapanawa	toʔati		t o ʔ a t i		None		§460	Kp tooʔaʔti ‘escopeta’ (LOOS; LOOS;; 1998), toʔati		None
6619	t o ( - - o - - - t !í/i - - - )	404		shotgun	Chakobo	tootí		t o o t !í/i		None		§460	Ch tootí ‘escopeta’		None
6620	t o ( a k i - - - - - - - - )	404		shotgun	Yaminawa	too-ak-i		t o a k i		None	Faust2002	§460	Yam too-ak-i ‘dispara a escopeta’ (FAUST; LOOS;; 2002)		None
6621	t ɨ k ɨ t i	546		shotgun	Chaninawa	tɨkɨti		t ɨ k ɨ t i		None		§460	Chan **tɨkɨti, **tɨkɨtɨ		1
6622	t ɨ k ɨ t ɨ	758		shotgun	Chaninawa	tɨkɨtɨ		t ɨ k ɨ t ɨ		None		§460	Chan **tɨkɨti, **tɨkɨtɨ		1
6623	t o ( - w ɨ - - - t i - - - )	404		shotgun	Sharanawa	towɨti		t o w ɨ t i		None		§460	Shar towɨti, towɨtinin		None
6624	t o ( - w ɨ - - - t i n i n )	404		shotgun	Sharanawa	towɨtinin		t o w ɨ t i n i n		None		§460	Shar towɨti, towɨtinin		None
6625	t o ( - - o ʔ á/a - t i - - - )	404		shotgun	Amawaka	tooʔáti		t o o ʔ á/a t i		II		§460	A tooʔáti II, tóoʔti		None
6626	t ó/o ( - - o ʔ - - t i - - - )	404		shotgun	Amawaka	tóoʔti		t ó/o o ʔ t i		None		§460	A tooʔáti II, tóoʔti		None
6627	t !ó/o ( - w ɨ - - - t !í/i - - - )	404		shotgun	Marinawa	tówɨtí		t !ó/o w ɨ t !í/i		None		§460	M tówɨtí		None
6628	t o ( n k a - - - t e - - - )	404		shotgun	Matis	tonkate		t o n k a t e		None		§460	Mt tonkate ‘espingarda’		None
6629	t o ( n k a - - - - - - - - )	404		shotgun	Mayoruna	tonka		t o n k a		(A raiz parece onomatopaica e pode ser uma coincidência, mesmo porque to, too, ton parece com o barulho da arma, note as diferenças nos formativos intermediários entre a raiz e o instrumental		§460	My tonka ‘disparar escopeta;;  palmotear’ (A raiz parece onomatopaica e pode ser uma coincidência;; mesmo porque to;; too;; ton parece com o barulho da arma;; note as diferenças nos formativos intermediários entre a raiz e o instrumental)		None
6630	t o ʔ a t i ( - )	405		colander	Proto-Panoan	toʔati		t o ʔ a t i		None	Oliveira2014	§461	*toʔati ‘coador’ :		None
6631	t o - a t i ( - )	405		colander	Kakataibo	toati		t o a t i		None		§461	Ksh toati		None
6632	t o - a t i ( - )	405		colander	ShipiboKonibo	toati		t o a t i		None		§461	SK toati		None
6633	t o ʔ a t i ( - )	405		colander	Kapanawa	toʔati		t o ʔ a t i		None		§461	Kp toʔati		None
6634	t o ʔ a t !í/i ( - )	405		colander	Chakobo	toʔatí		t o ʔ a t !í/i		None		§461	Ch toʔatí		None
6635	t o - a t i ( - )	405		colander	Sharanawa	toati		t o a t i		None		§461	Shar toati, toatin ‘cedazo;;  tamiz’		None
6636	t o - a t i ( n )	405		colander	Sharanawa	toatin		t o a t i n		None		§461	Shar toati, toatin ‘cedazo;;  tamiz’		None
6637	t u - a n.t i ( - )	405		oar	Shanenawa	tuanti		t u a n.t i		None		§461	Shan tuanti ‘remo’		None
6638	t o ʔ a t i ( - )	405		colander	Amawaka	toʔati		t o ʔ a t i		II		§461	A toʔati II		None
6639	t a - - t i ( - )	405		colander	Kaxinawa	tati		t a t i		None		§461	Kn tati		None
6640	t u - a t i ( - )	405		colander	Yawanawa	tuati		t u a t i		None	Souza2013	§461	Yaw tuati ‘coador’ (SOUZA;; 2013)		None
6641	t o ʔ o ( - - - - - - - - )	406		to impregnate, to give birth	Proto-Panoan	to[ʔo]-		t o ʔ o		None	Oliveira2014	§462	*to[ʔo]- ‘engravidar;;  dar a luz’ :		None
6642	t o - a ( - - - - - - - - )	406		to impregnate, to give birth	Kakataibo	toa-		t o a		None		§462	Ksh toa- ‘estar preñado;;  llevar fruto’, toá ‘hijo(a) de la madre’		None
6643	t o - á/a ( - - - - - - - - )	406		to impregnate, to give birth	Kakataibo	toá		t o á/a		None		§462	Ksh toa- ‘estar preñado;;  llevar fruto’, toá ‘hijo(a) de la madre’		None
6644	t o - ó/o ( - - - - - - - - )	406		to impregnate, to give birth	ShipiboKonibo	toó-		t o ó/o		None		§462	SK toó-		None
6645	t o ʔ o ( - - - - - - - - )	406		to impregnate, to give birth	Kapanawa	toʔo-		t o ʔ o		None		§462	Kp toʔo- ‘estar preñado’		None
6646	t o - - ( j a - - - - - - )	406		to impregnate, to give birth	Marubo	toya		t o j a		None	Cesarino2008	§462	Mar toya ‘grávida’ (CESARINO;; 2008)		None
6647	t o ʔ o ( j á/a - - - - - - )	406		to impregnate, to give birth	Chakobo	toʔoyá		t o ʔ o j á/a		None		§462	Ch toʔoyá ‘estar preñado’		None
6648	t o - o ( - - - - - - - - )	406		to impregnate, to give birth	Yaminawa	too		t o o		None		§462	Yam too, toõ ‘huevo’, too ɸakĩ ‘poner huevo’		None
6649	t o - !õ/o ( - - - - - - - - )	406		egg	Yaminawa	toõ		t o !õ/o		None		§462	Yam too, toõ ‘huevo’, too ɸakĩ ‘poner huevo’		None
6650	t o - o ( - - - + ɸ a k ĩ )	406		to impregnate, to give birth	Yaminawa	too_ɸakĩ		t o o + ɸ a k ĩ		None		§462	Yam too, toõ ‘huevo’, too ɸakĩ ‘poner huevo’		None
6651	t o - o ( - - - - - - - - )	406		egg	Chaninawa	too		t o o		None		§462	Chan too ‘huevo’		None
6652	t o - - ( - - - - - - - - )	406		to impregnate, to give birth	Sharanawa	to		t o		None		§462	Shar to, ton ‘huevo’		None
6653	t o - - ( - - n - - - - - )	406		egg	Sharanawa	ton		t o n		None		§462	Shar to, ton ‘huevo’		None
6654	t o ʔ o ( - - - - - - - - )	406		to impregnate, to give birth	Amawaka	toʔo-		t o ʔ o		II		§462	A toʔo- II		None
6655	t u - - ( j a - - - - - - )	406		to impregnate, to give birth	Kaxinawa	tuya-		t u j a		None		§462	Kn tuya-		None
6656	t ó/o - - ( - - - - - - - - )	406		to impregnate, to give birth	Marinawa	tó-		t ó/o		None		§462	M tó- ‘estar preñado’, tó ‘huevo’		None
6657	t ó/o - - ( - - - - - - - - )	406		egg	Marinawa	tó		t ó/o		None		§462	M tó- ‘estar preñado’, tó ‘huevo’		None
6658	t u - - ( - - - - - - - - )	406		egg	Matis	tu		t u		None		§462	Mt tu ‘ovo’		None
6659	t o - a	407		species of frog	Proto-Panoan	toa		t o a		None	Oliveira2014	§463	*toa ‘esp.derãousapo’ :		None
6660	t o - a	407		species of frog	Kakataibo	toa		t o a		None		§463	Ksh toa		None
6661	t o - a	407		species of frog	ShipiboKonibo	toa		t o a		None		§463	SK toa		None
6662	t o - a	407		species of frog	Kapanawa	toa		t o a		None		§463	Kp toa		None
6663	t o w a	407		species of frog	Amawaka	towa_I		t o w a		None		§463	A towa I		None
6664	t u - a	407		species of frog	Kaxinawa	tua		t u a		None		§463	Kn tua		None
6665	t o - a	407		species of frog	Marinawa	toa		t o a		None		§463	M toa		None
6666	t o rⁿ a rⁿ ( - - )	408		dark blue	Proto-Panoan	to[n]a[n]		t o rⁿ a rⁿ		None	Oliveira2014	§464	*to[n]a[n] ‘azul escuro’ :		None
6667	t o n !ã́/ã - ( - - )	408		black	Kakataibo	tonã́		t o n !ã́/ã		None		§464	Ksh tonã́ ‘negro’		None
6668	t o n ã́/ã - ( - - )	408		dark blue	ShipiboKonibo	tonã́		t o n ã́/ã		None		§464	SK tonã́ ‘un cardenal o moretón’		None
6669	- - n a - ( n a )	408		dark blue	Yaminawa	nana		n a n a		None		§464	Yam nana ‘azul’		None
6670	t o n a n ( - - )	408		dark blue	Sharanawa	tonan		t o n a n		None		§464	Shar tonan ‘azul’		None
6671	ʂ ɨ n a n	699		dark blue	Shanenawa	ʂɨnan		ʂ ɨ n a n		None	Ribeiro2005	§464	Shan **ʂɨnan ‘verde;;  azul’ (AMARANTE RIBEIRO; CÂNDIDO;; 2008)		1
6672	p u n a n	533		dark blue	Katukina	punan		p u n a n		None		§464	Kat **punan ‘azul’		1
6673	t u n ã - ( - - )	408		dark blue	Kaxinawa	tunã		t u n ã		None		§464	Kn tunã ‘planta cuya corteza macerada tiñe el tejido de azul		None
6674	t ó/o ɲ ã - ( - - )	408		dark blue	Marinawa	tóñã		t ó/o ɲ ã		None		§464	M tóñã ‘azul’		None
6675	ʂ u n a n	700		dark blue	Yawanawa	ʂunan		ʂ u n a n		None		§464	Yaw **ʂunan ‘azul ou roxo’		1
6676	t o ʂ p i ( - )	409		wart	Proto-Panoan	toʂpi		t o ʂ p i		None	Oliveira2014	§465	*toʂpi ‘verruga’ :		None
6677	t o ʂ p i ( - )	409		wart	Kakataibo	toʂpi		t o ʂ p i		None		§465	Ksh toʂpi		None
6678	t o ʂ p i ( - )	409		wart	ShipiboKonibo	toʂpi		t o ʂ p i		None		§465	SK toʂpi		None
6679	t o ʂ p i ( - )	409		wart	Chakobo	toʂpi		t o ʂ p i		None		§465	Ch toʂpi		None
6680	t o ʂ p i ( - )	409		wart	Yaminawa	toʂpi		t o ʂ p i		None		§465	Yam toʂpi ‘bolita;;  verruga’		None
6681	t o ʂ p i ( - )	409		wart	Sharanawa	toʂpi		t o ʂ p i		None		§465	Shar toʂpi, toʂpin ‘verruga’		None
6682	t o ʂ p i ( n )	409		wart	Sharanawa	toʂpin		t o ʂ p i n		None		§465	Shar toʂpi, toʂpin ‘verruga’		None
6683	t u ʂ p i ( - )	735		neck	Shanenawa	tuʂpi		t u ʂ p i		None		§465	Shan **tuʂpi ‘garganta’		1
6684	t o x p i ( - )	409		wart	Amawaka	toxpi_I		t o x p i		None		§465	A toxpi I		None
6685	t u ʂ p i ( - )	409		wart	Kaxinawa	tuʂpi		t u ʂ p i		None		§465	Kn tuʂpi		None
6686	t o ʂ p i ( - )	409		wart	Marinawa	toʂpi		t o ʂ p i		None		§465	M toʂpi		None
6687	t o ʂ p i ( - )	409		wart	Mayoruna	toʂpi		t o ʂ p i		None		§465	My toʂpi ‘verruga’		None
6688	w a	410		to do	Proto-Panoan	-wa		w a		None	Oliveira2014	§466	*-wa ‘fazer’ :		None
6689	- ɔ	410		to do	Kakataibo	-ɔ		ɔ		None		§466	Ksh -ɔ		None
6690	w a	410		to do	Chakobo	-wa		w a		None		§466	Ch -wa		None
6691	w a	410		to do	Kaxinawa	wa-		w a		None		§466	Kn wa-, -wa		None
6692	w a	410		to do	Kaxinawa	-wa		w a		None		§466	Kn wa-, -wa		None
6693	w a - i	411		field	Proto-Panoan	wai		w a i		None	Oliveira2014	§467	*wai ‘chacra’ :		None
6694	w a - i	411		field	ShipiboKonibo	wai		w a i		None		§467	SK wai		None
6695	w a - i	411		field	Kapanawa	wai		w a i		None		§467	Kp wai ‘chacra;;  jardín’		None
6696	w a - i	411		field	Marubo	wai		w a i		None	Cesarino2008	§467	Mar wai ‘plantação;;  roçado’ (CESARINO;; 2008)		None
6697	w a - i	411		field	Chakobo	wai		w a i		None		§467	Ch wai ‘chacra;;  jardín’		None
6698	w a h i	411		way, path	Kaxarari	waˈhi		w a h i		None		§467	Kax waˈhi ‘roça;;  roçado’		None
6699	f a - i	411		field	Shanenawa	faj		f a i		None		§467	Shan faj ‘roça’		None
6700	w a - i	411		field	Katukina	wai		w a i		None		§467	Kat wai ‘roça’		None
6701	w a - i	411		swidden field for agriculture	Poyanawa	uay		w a i		None		§467	Poy uay ‘roçado’		None
6702	w a - !í/i	411		field	Amawaka	waí_I		w a !í/i		None		§467	A waí I ‘chacra;;  jardín’		None
6703	b a - i	411		field	Kaxinawa	bai		b a i		None		§467	Kn bai ‘chacra;; jardín;; trocha;; corriente’		None
6704	ɸ a - i	411		field	Marinawa	ɸai		ɸ a i		None		§467	M ɸai ‘chacra;; jardín;; maizal’		None
6705	w a - i	411		swidden field for agriculture	Yawanawa	uai		w a i		None		§467	Yaw uai ‘roçado’		None
6706	w a k a - ( - - - - - )	412		water, river	Proto-Panoan	waka		w a k a		None	Oliveira2014	§468	*waka ‘água;;  rio’ :		None
6707	β a k a - ( - - - - - )	412		water, river	Kakataibo	βaka		β a k a		None		§468	Ksh βaka ‘río;;  líquido’		None
6708	w a k a - ( + n a w a )	412		water, river	ShipiboKonibo	waka_nawa		w a k a + n a w a		None		§468	SK waka nawa ‘enjambre de peces’, **nawa ‘gente’;;  juego 265		None
6709	- - - - - ( - n a w a )	616		shade	ShipiboKonibo	nawa		n a w a		,  juego 265		§468	SK waka nawa ‘enjambre de peces’, **nawa ‘gente’;;  juego 265		1
6710	w a k a - ( - - - - - )	412		river	Kapanawa	waka		w a k a		None	Loos1998	§468	Kp waka ‘río’ (LOOS; LOOS;; 1998)		None
6711	w a k a - ( - - - - - )	412		river	Marubo	ˈwaka		w a k a		None	Anonby2010	§468	Mar ˈwaka ‘rio’ (ANONBY; HOLBROOK;; 2010)		None
6712	w a k a ʔ ( - - - - - )	412		river	Kaxarari	waˈkaʔ		w a k a ʔ		None	Lanes2005	§468	Kax waka [waˈkaʔ] ‘rio’ (LANES;; 2005)		None
6713	ɸ a k a - ( - - - - - )	412		fresh water	Yaminawa	ɸaka		ɸ a k a		None		§468	Yam ɸaka ‘água’		None
6714	w a k a - ( - - - - - )	412		river	Shanenawa	waka		w a k a		None		§468	Shan waka ‘rio’		None
6715	w a k a - ( - - - - - )	412		fresh water	Katukina	waka		w a k a		None		§468	Kat waka ‘água’		None
6716	w a k a - ( - - - - - )	412		river	Poyanawa	uaka		w a k a		None		§468	Poy uaka ‘rio’		None
6717	w a k a - ( - - - - - )	412		big	Amawaka	waka		w a k a		II		§468	A waka II ‘río grande’		None
6718	b a k a - ( - - - - - )	412		water, river	Kaxinawa	baka		b a k a		None		§468	Kn baka ‘pez (término genérico)’		None
6719	ɸ a k a - ( - - - - - )	412		water, river	Marinawa	ɸaka		ɸ a k a		None		§468	M ɸaka ‘água;;  río’		None
6720	w a k a - ( - - - - - )	412		river	Yawanawa	uaka		w a k a		None		§468	Yaw uaka ‘rio’		None
6721	w a k a - ( - - - - - )	412		water, river	Korubo	waka		w a k a		None		§468	Ko waka ‘água;;  igarapé’		None
6722	w a k a - ( - - - - - )	412		fresh water	Matis	waka		w a k a		None		§468	Mt waka ‘água’		None
6723	w a m ɨ	413		species of fish	Proto-Panoan	wamɨ		w a m ɨ		None	Oliveira2014	§469	*wamɨ ‘esp. depeixe’ :		None
6724	β a m ɨ	413		species of fish	Kakataibo	βamɨ		β a m ɨ		None		§469	Ksh βamɨ		None
6725	w a m ɨ	413		species of fish	ShipiboKonibo	wamɨ		w a m ɨ		None		§469	SK wamɨ		None
6726	w a m ɨ	413		species of fish	Kapanawa	wamɨ		w a m ɨ		None		§469	Kp wamɨ		None
6727	ɸ a m a ( - )	764		species of fish	Sharanawa	ɸama		ɸ a m a		None		§469	Shar **ɸama, **ɸaman ‘lagarto;;  cocrodilo;  caimán’		1
6728	ɸ a m a ( n )	765		species of fish	Sharanawa	ɸaman		ɸ a m a n		None		§469	Shar **ɸama, **ɸaman ‘lagarto;;  cocrodilo;  caimán’		1
6729	w a m ɨ	413		species of fish	Amawaka	wamɨ		w a m ɨ		None		§469	A wamɨ		None
6730	w a n i m ( - )	415		peach palm	Proto-Panoan	wani[m]		w a n i m		None	Oliveira2014	§470	*wani[m] ‘pupunha’ :		None
6731	β a n !í/i - ( - )	415		peach palm	Kakataibo	βaní		β a n !í/i		None		§470	Ksh βaní		None
6732	w a n !í/i - ( - )	415		peach palm	ShipiboKonibo	waní		w a n !í/i		None		§470	SK waní		None
6733	w a n !í/i n ( - )	415		peach palm	Kapanawa	wanín		w a n !í/i n		None		§470	Kp wanín		None
6734	w a n ĩ - ( - )	415		peach palm	Marubo	wanĩ		w a n ĩ		None		§470	Mar wanĩ ‘pupunha’		None
6735	w a n i - ( - )	415		peach palm	Chakobo	wani		w a n i		None		§470	Ch wani, waˈnima ‘chima;; chonta fina;; chonta de loro’		None
6736	w a n i m ( a )	415		peach palm	Chakobo	waˈnima		w a n i m a		None		§470	Ch wani, waˈnima ‘chima;; chonta fina;; chonta de loro’		None
6737	w a n i m ( a )	415		peach palm	Kaxarari	waniˈma		w a n i m a		None		§470	Kax wanima [waniˈma] ‘pupunha’		None
6738	w a n i n ( - )	415		peach palm	Katukina	wanin		w a n i n		None		§470	Kat wanin ‘pupunha’		None
6739	w a n i - ( - )	415		peach palm	Amawaka	wani_I		w a n i		None		§470	A wani I		None
6740	b a n i - ( - )	415		peach palm	Kaxinawa	bani		b a n i		None		§470	Kn bani		None
6741	w a n i n ( - )	415		peach palm	Matis	wanin		w a n i n		None		§470	Mt wanin ‘pupunha;; Lat. Bactris gasipaes’		None
6742	w a n i n ( - )	415		peach palm	Mayoruna	uanin		w a n i n		None		§470	My uanin ‘palmera espinosa cultivada’		None
6743	w a ɽ a m ( - - - )	416		species of pumpkin	Proto-Panoan	waɽa[m]		w a ɽ a m		None	Oliveira2014	§471	*waɽa[m] ‘esp. de abóbora’ :		None
6744	β a r ã́/ã - ( - - - )	416		species of pumpkin	Kakataibo	βarã́		β a r ã́/ã		None		§471	Ksh βarã́		None
6745	w a r ã́/ã - ( - - - )	416		species of pumpkin	ShipiboKonibo	warã́		w a r ã́/ã		None		§471	SK warã́		None
6746	w a r á/a n ( - - - )	416		species of pumpkin	Kapanawa	warán		w a r á/a n		None		§471	Kp warán		None
6747	ɸ a r a - ( - - n )	416		species of pumpkin	Sharanawa	ɸaran		ɸ a r a n		None		§471	Shar ɸaran, ɸaraman ‘zapallo;;  calabaza’		None
6748	ɸ a r a - ( m a n )	416		species of pumpkin	Sharanawa	ɸaraman		ɸ a r a m a n		None		§471	Shar ɸaran, ɸaraman ‘zapallo;;  calabaza’		None
6749	w a ɾ a - ( - - - )	416		species of pumpkin	Shanenawa	waɾa		w a ɾ a		None		§471	Shan waɾa		None
6750	w a r a n ( - - - )	416		species of pumpkin	Katukina	waran		w a r a n		None		§471	Kat waran ‘gerimun’		None
6751	w ã r ã - ( - - - )	416		species of pumpkin	Amawaka	wãrã		w ã r ã		II		§471	A wãrã II		None
6752	b a r ã - ( - - - )	416		species of pumpkin	Kaxinawa	barã		b a r ã		None		§471	Kn barã		None
6753	ɸ á/a r ã - ( - - - )	416		species of pumpkin	Marinawa	ɸárã		ɸ á/a r ã		None		§471	M ɸárã		None
6754	w a ɬ a - ( - - - )	416		papaya	Korubo	waɬa		w a ɬ a		None		§471	Ko waɬa ‘mamão’		None
6755	w a t a - ( - - - )	416		papaya	Matis	wata		w a t a		None		§471	Mt wata ‘mamão’		None
6756	w a d a - ( - - - )	416		species of pumpkin	Mayoruna	wada		w a d a		None		§471	My wada ‘papaya (palabra antigua);;  Lat. Carica papaya (Fam. caricaceae)’		None
6757	w a s a	417		species of monkey	Proto-Panoan	wasa		w a s a		None	Oliveira2014	§472	*wasa ‘esp.demacaco’ :		None
6758	β a s a	417		species of monkey	Kakataibo	βasa		β a s a		None		§472	Ksh βasa		None
6759	w a s a	417		species of monkey	ShipiboKonibo	wasa		w a s a		None		§472	SK wasa		None
6760	w a s a	417		species of monkey	Kapanawa	wasa		w a s a		None		§472	Kp wasa		None
6761	w a s a	417		species of monkey	Chakobo	wasa		w a s a		None		§472	Ch wasa ‘el chichilo (esp. de mono)’		None
6762	ɸ a s a	417		species of monkey	Sharanawa	ɸasa		ɸ a s a		None		§472	Shar ɸasa ‘esp. de mono’		None
6763	w a r a	767		species of monkey	Katukina	wara		w a r a		None		§472	Kat **wara ‘macaco de cheiro’		1
6764	w a s a	417		species of monkey	Amawaka	wasa_I		w a s a		None		§472	A wasa I		None
6765	b a s a	417		species of monkey	Kaxinawa	basa		b a s a		None		§472	Kn basa		None
6766	ɸ a s a	417		species of monkey	Marinawa	ɸasa		ɸ a s a		None		§472	M ɸasa		None
