# Wordlist

# DATA
ID	DOCULECT	CONCEPT	CONCEPT IN SOURCE	TOKENS	FORM	VARIANTS	COMMENT	SOURCE	COGID	UNCERTAIN COGNACY	PROTOSET	ENTRY IN SOURCE	ALIGNMENT
6056	Chakobo	to roast		ʂ o ʔ i	ʂoʔi-				360		§420	Ch ʂoʔi-	ʂ o ʔ i - - -
6057	Sharanawa	to roast		ʂ o i	ʂoi				360		§420	Shar ʂoi, ʂoia ‘asar’	ʂ o - i - - -
6058	Sharanawa	to roast		ʂ o i a	ʂoia				360		§420	Shar ʂoi, ʂoia ‘asar’	ʂ o i a - - -
6059	Shanenawa	to roast		ʂ u i	ʂui				360		§420	Shan ʂui ‘assar’	ʂ u - i - - -
6060	Katukina	to roast		ʂ o i + a i	ʂoi-ai				360		§420	Kat ʂoi-ai ‘assar’	ʂ o - i + a i
6061	Amawaka	to roast		s o ʔ i	soʔi-		II		360		§420	A soʔi- II	s o ʔ i - - -
6062	Kaxinawa	to roast		ʂ u i	ʂui-				360		§420	Kn ʂui-	ʂ u - i - - -
6063	Marinawa	to roast		ʂ ó/o í/i	ʂóí-				360		§420	M ʂóí-	ʂ ó/o - í/i - - -
6064	Yawanawa	to roast		ʃ u i	ʃui				360		§420	Yaw ʃui ‘assar’	ʃ u - i - - -
6065	Korubo	to roast		ʃ u i	ʃui				360		§420	Ko ʃui ‘assar’	ʃ u - i - - -
6066	Mayoruna	to roast		ʂ u i	ʂuˈi				360		§420	My ʂui [ʂuˈi]‘asar’	ʂ u - i - - -
#
6886	Proto-Panoan	to row		w i n|r/n a	wi[n]a-			Oliveira2014	429		§483a	*wi[n]a- ‘remar’ :	w i n|r/n - a
6887	Kakataibo	to row		i n a	ina-				429		§483a	Ksh ina- ‘remar’	- i n - a
6888	ShipiboKonibo	to row		w i n a	wina-				429		§483a	SK wina- ‘remar’	w i n - a
6889	Kapanawa	to row		w i n a	wina-				429		§483a	Kp wina- ‘remar’	w i n - a
6890	Mayoruna	to row		u ŋ k a	uŋˈka				429		§483a	My unka [uŋˈka] ‘remar’	- u ŋ k a
#
438	Proto-Panoan	to run		ʔ i s t o	ʔisto-			Oliveira2014	182		§26	*ʔisto- ‘correr’	ʔ i s t o -
439	Kakataibo	to run		ʔ i s t ṍ	ʔistṍ				182		§26	Ksh ʔistṍ ‘rapidamente’	ʔ i s t ṍ -
440	ShipiboKonibo	to run		ʔ i ʃ t o	ʔiʃto-				182		§26	SK ʔiʃto- ‘rápido;;  veloz’	ʔ i ʃ t o -
441	Kapanawa	to run		ʔ i ʃ t o	ʔiʃto-			Loos1998	182		§26	Kp ʔiʃto- ‘correr;; apurarse;;  irse apurado’ (LOOS; LOOS;; 1998), ʔisto- ‘correr’	ʔ i ʃ t o -
442	Kapanawa	to run		ʔ i s t o	ʔisto-				182		§26	Kp ʔiʃto- ‘correr;; apurarse;;  irse apurado’ (LOOS; LOOS;; 1998), ʔisto- ‘correr’	ʔ i s t o -
443	Yaminawa	to run		i tʃ o	itʃo-			Faust2002	182		§26	Yam itʃo- ‘correr’ (FAUST; LOOS;; 2002)	- i - tʃ o -
444	Chaninawa	to run		i tʃ o i	itʃoi				182		§26	Chan itʃoi	- i - tʃ o i
445	Sharanawa	to run		i tʃ o i	itʃoi				182		§26	Shar itʃoi, itʃoa ‘huir;;  correr’	- i - tʃ o i
446	Sharanawa	to run		i tʃ o a	itʃoa				182		§26	Shar itʃoi, itʃoa ‘huir;;  correr’	- i - tʃ o a
447	Shanenawa	to run		i tʃ u	itʃu				182		§26	Shan itʃu ‘correr’	- i - tʃ u -
448	Kaxinawa	to run		i ʃ tʃ u	iʃtʃu				182		§26	Kn iʃtʃu ‘saltar’	- i ʃ tʃ u -
449	Marinawa	to run		i tʃ o	itʃo-				182		§26	M itʃo- ‘correr’	- i - tʃ o -
450	Yawanawa	to run		i tʃ u	itʃu-				182		§26	Yaw itʃu-	- i - tʃ u -
722	Proto-Panoan	to run		h a β a t	haβa[t]-			Oliveira2014	370		§43	*haβa[t]- ‘correr;;  fugir’	h a β a - t - - - -
723	Kakataibo	to run		a β á/a	aβá-				370		§43	Ksh aβá- ‘correr’	- a β á/a - - - - - -
724	ShipiboKonibo	to run		h a β á/a	haβá-				370		§43	SK haβá-	h a β á/a - - - - - -
725	Kapanawa	to run		h a β á/a	haβá				370		§43	Kp haβá ‘huir’	h a β á/a - - - - - -
726	Chakobo	to run		h a β a	haβa-				370		§43	Ch haβa- ‘correr’	h a β a - - - - - -
727	Sharanawa	to run		a ɸ a i	aɸai				370		§43	Shar aɸai, aɸaa ‘fluir’	- a ɸ a i - - - - -
728	Sharanawa	to run		a ɸ a a	aɸaa				370		§43	Shar aɸai, aɸaa ‘fluir’	- a ɸ a a - - - - -
729	Kaxinawa	to run		h a b á/a	habá-				370		§43	Kn habá- ‘navegar cerca de la orilla;;  descargar (sangre)’	h a b á/a - - - - - -
730	Korubo	to run		a β a t	aβat-				370		§43	Ko aβat-	- a β a - t - - - -
731	Matis	to run		a b a d + k i n	abad-kin				370		§43	Mt abad-kin ‘correr;;  fugir’	- a b a - d + k i n
6443	Proto-Panoan	to run		t a ɽ á/a n|r/n	taɽá[n]-			Oliveira2014	388		§446	*taɽá[n]- ‘rodar’ :	t a ɽ á/a - - - n|r/n
6444	Kakataibo	to run		t a r ã́/ã	tarã́				388		§446	Ksh tarã́	t a r ã́/ã - - - -
6445	ShipiboKonibo	to run		t a r ã́/ã	tarã́-				388		§446	SK tarã́-	t a r ã́/ã - - - -
6446	Kapanawa	to run		t a r á/a n	tarán				388		§446	Kp tarán	t a r á/a - - - n
6447	Yaminawa	to run		t a r a	tara			Faust2002	388		§446	Yam tara (FAUST; LOOS;; 2002)	t a r a - - - -
6448	Sharanawa	to run		t a r a i	tarai				388		§446	Shar tarai, taraa ‘revolcar’, tarain, taraan ‘hacer girar’	t a r a - - i -
6449	Sharanawa	to run		t a r a a	taraa				388		§446	Shar tarai, taraa ‘revolcar’, tarain, taraan ‘hacer girar’	t a r a - - a -
6450	Sharanawa	to run		t a r a i n	tarain				388		§446	Shar tarai, taraa ‘revolcar’, tarain, taraan ‘hacer girar’	t a r a - - i n
6451	Sharanawa	to run		t a r a a n	taraan				388		§446	Shar tarai, taraa ‘revolcar’, tarain, taraan ‘hacer girar’	t a r a - - a n
6452	Amawaka	to run		t a r ã	tarã-_I				388		§446	A tarã- I	t a r ã - - - -
6453	Kaxinawa	to run		t a d ã	tadã-				388		§446	Kn tadã-	t a d - - - ã -
6454	Marinawa	to run		t á/a r ã	tárã-				388		§446	M tárã- ‘rodar’	t á/a r ã - - - -
6455	Mayoruna	to run		t a d a n k a	tadanka				388		§446	My tadanka ‘hacer resbalar’	t a d a n k a -
6457	Kakataibo	to run		t a r i	tari		posiblemente perdido y más tarde prestado del SC		389	1	§447	Ksh **tari  (posiblemente perdido y más tarde prestado del SC)	t a r i
#
4314	Kaxarari	to say, to speak		ɦ ɯ j a ɦ i	ɦɯjaˈɦi			Lanes2005	225		§299	Kax huya-ˈhi [ɦɯjaˈɦi] ‘dizer;; falar’ (LANES;; 2005)	ɦ ɯ j a ɦ i
7133	Proto-Panoan	to say, to speak		j o ʔ i	yoʔi-			Oliveira2014	450		§500	*yoʔi- ‘dizer;;  falar’ :	j o - ʔ i -
7134	Kakataibo	to say, to speak		ɲ ɔ i	ñɔi-				450		§500	Ksh ñɔi-	ɲ ɔ - - i -
7135	ShipiboKonibo	to say, to speak		j o i	yoi-				450		§500	SK yoi-	j o - - i -
7136	Kapanawa	to say, to speak		j o ʔ i	yoʔi-				450		§500	Kp yoʔi-	j o - ʔ i -
7137	Marubo	to say, to speak		j u w ã ã	yuˈwãã			Anonby2010	450		§500	Mar yuˈwãã (ANONBY; HOLBROOK;; 2010), yoi- ‘dizer’ (CESARINO;; 2008)	j u - w ã ã
7138	Marubo	to say, to speak		j o i	yoi-			Cesarino2008	450		§500	Mar yuˈwãã (ANONBY; HOLBROOK;; 2010), yoi- ‘dizer’ (CESARINO;; 2008)	j o - - i -
7139	Yaminawa	to say, to speak		j o i	yoi-			Faust2002	450		§500	Yam yoi- ‘decir’ (FAUST; LOOS;; 2002)	j o - - i -
7140	Sharanawa	to say, to speak		j o i	yoi				450		§500	Shar yoi, yoia ‘decir;; hablar;; anunciar;; comunicar;; avisar’	j o - - i -
7141	Sharanawa	to say, to speak		j o i a	yoia				450		§500	Shar yoi, yoia ‘decir;; hablar;; anunciar;; comunicar;; avisar’	j o - - i a
7142	Shanenawa	to say, to speak		j u	yu				450		§500	Shan yu ‘dizer’	j u - - - -
7143	Amawaka	to say, to speak		j o ʔ i	yoʔi-_I				450		§500	A yoʔi- I	j o - ʔ i -
7144	Kaxinawa	to say, to speak		j u i	yui-				450		§500	Kn yui-	j u - - i -
7145	Marinawa	to say, to speak		j ó/o í/i	yóí				450		§500	M yóí ‘decir;; hablar’	j ó/o - - í/i -
7146	Yawanawa	to say, to speak		i u i	iui				450		§500	Yaw iui ‘dizer’	- i u - i -
7147	Korubo	to say, to speak		tʃ u i	tʃui-				450		§500	Ko tʃui- ‘dizer;; contar’	tʃ u - - i -
7148	Matis	to say, to speak		ʈʂ u i k i n	tʂuikin				450		§500	Mt tʂuikin ‘conversar’	ʈʂ u i k i n
7149	Mayoruna	to say, to speak		tʃ u i	tʃui				450		§500	My tʃui ~ tʃi ‘contar a alguien;; contar sobre alguien/algo;; contar un cuento;; aconsejar;; consultar;; preguntar’	tʃ u - - i -
#
2123	Proto-Panoan	to see, to look		h i s	his-			Oliveira2014	49		§142	*his- ‘ver;;  olhar’ :	h i s - - - - - -
2125	ShipiboKonibo	to see, to look		h i s	his-				49		§142	SK his- ‘vislumbrar’	h i s - - - - - -
2126	Kapanawa	to see, to look		h i s	his-				49		§142	Kp his-	h i s - - - - - -
2127	Chakobo	to see, to look		h i s n á/a	hisná				49		§142	Ch hisná ‘ve!’, his-ma ‘mostrar’ (ZINGG;; 1998)	h i s n á/a - - - -
2128	Chakobo	to see, to look		h i s + m a	his-ma			Zingg1998	49		§142	Ch hisná ‘ve!’, his-ma ‘mostrar’ (ZINGG;; 1998)	h i s - - - + m a
2129	Kaxinawa	to see, to look		i s	-is-				49		§142	Kn -is- ‘ver (acompañado de prefijo)’	- i s - - - - - -
2130	Marinawa	to see, to look		i s m a i	ismai				49		§142	M ismai ‘mostrar [probablemente <<causar ver>>;; -ma- <<causativo>>;; juego 202]’	- i s m a i - - -
2133	Mayoruna	to see, to look		i s	is				49		§142	My is	- i s - - - - - -
#
2652	Proto-Panoan	to sew		k ɨ ʔ ʂ ɨ	kɨʔʂɨ-			Oliveira2014	86		§176	*kɨʔʂɨ- ‘costurar’ :	- k ɨ ʔ ʂ ɨ - -
2653	Kakataibo	to sew		k ɨ ʂ ɨ	kɨʂɨ-				86		§176	Ksh kɨʂɨ-	- k ɨ - ʂ ɨ - -
2654	ShipiboKonibo	to sew		k ɨ ʂ ɨ	kɨʂɨ-				86		§176	SK kɨʂɨ-	- k ɨ - ʂ ɨ - -
2655	Kapanawa	to sew		k ɨ ʔ ʂ ɨ	kɨʔʂɨ-				86		§176	Kp kɨʔʂɨ-	- k ɨ ʔ ʂ ɨ - -
2656	Marubo	to sew		n o ʂ ɨ a	noˈʂɨa			Anonby2010	86	1	§176	Mar **noˈʂɨa (ANONBY; HOLBROOK;; 2010)	- n o - ʂ ɨ - a
2657	Chakobo	to sew		k ɨ ʂ	kɨʂ		a)-		86		§176	Ch kɨʂ(a)-	- k ɨ - ʂ - - -
2658	Yaminawa	to sew		k i ʃ i	kiʃi			Faust2002	86		§176	Yam kiʃi ‘coser’ (FAUST; LOOS;; 2002)	- k i - ʃ i - -
2659	Sharanawa	to sew		i k ɨ ʂ ɨ i	ikɨʂɨi				86		§176	Shar ikɨʂɨi, ikɨʂɨa ‘coser’	i k ɨ - ʂ ɨ - i
2660	Sharanawa	to sew		i k ɨ ʂ ɨ a	ikɨʂɨa				86		§176	Shar ikɨʂɨi, ikɨʂɨa ‘coser’	i k ɨ - ʂ ɨ - a
2661	Amawaka	to sew		k ɨ ʂ ɨ	kɨʂɨ-_I				86		§176	A kɨʂɨ- I	- k ɨ - ʂ ɨ - -
2662	Kaxinawa	to sew		k ɨ ʂ ɨ	kɨʂɨ-				86		§176	Kn kɨʂɨ-	- k ɨ - ʂ ɨ - -
2663	Marinawa	to sew		i k ɨ ʂ ɨ	ikɨʂɨ				86		§176	M ikɨʂɨ	i k ɨ - ʂ ɨ - -
2664	Yawanawa	to sew		ʂ ɨ u a	ʂɨua				86		§176	Yaw ʂɨua ‘costura’	- - - - ʂ ɨ u a
#
1681	Proto-Panoan	to sit		ts a ʔ o t	tsaʔo[t]-			Oliveira2014	12		§109	*tsaʔo[t]- ‘sentar (sentar-se)’ :	ts a ʔ - o t - - - -
1682	Kakataibo	to sit		ts o o t	tsoot			Zariquiey2011	12		§109	Ksh tsoot ‘live’ (ZARIQUIEY;; 2011), tsɔɔ́	ts o - - o t - - - -
1683	Kakataibo	to sit		ts ɔ ɔ́/ɔ	tsɔɔ́				12		§109	Ksh tsoot ‘live’ (ZARIQUIEY;; 2011), tsɔɔ́	ts ɔ - - ɔ́/ɔ - - - - -
1684	ShipiboKonibo	to sit		ts a ó/o t i	tsaóti				12		§109	SK tsaóti, tsaóta ‘ponerse de coclillas’ (LORIOT; LAURIAULT; DAY;; 1993)	ts a - - ó/o t i - - -
1685	ShipiboKonibo	to sit		ts a ó/o t a	tsaóta			Loriot1993	12		§109	SK tsaóti, tsaóta ‘ponerse de coclillas’ (LORIOT; LAURIAULT; DAY;; 1993)	ts a - - ó/o t a - - -
1686	Kapanawa	to sit		ts a ʔ ó/o	tsaʔó-				12		§109	Kp tsaʔó- ‘sentado;;  asentado’, tsaʔo-ˈti ‘sentarse’	ts a ʔ - ó/o - - - - -
1687	Kapanawa	to sit		ts a ʔ o + t i	tsaʔo-ˈti				12		§109	Kp tsaʔó- ‘sentado;;  asentado’, tsaʔo-ˈti ‘sentarse’	ts a ʔ - o - - + t i
1688	Marubo	to sit		ts a o	tsao-			Cesarino2008	12		§109	Mar tsao- ‘sentar’ (CESARINO;; 2008)	ts a - - o - - - - -
1689	Chakobo	to sit		ts a ʔ o	tsaʔo-				12		§109	Ch tsaʔo- ‘sentarse’	ts a ʔ - o - - - - -
1690	Yaminawa	to sit		ts a o	tsao			Faust2002	12		§109	Yam tsao (FAUST; LOOS;; 2002)	ts a - - o - - - - -
1691	Chaninawa	to sit		ts a o	tsao-				12		§109	Chan tsao-	ts a - - o - - - - -
1692	Sharanawa	to sit		ts a o i	tsaoi				12		§109	Shar tsaoi, tsaoa ‘sentarse’	ts a - - o - i - - -
1693	Sharanawa	to sit		ts a o a	tsaoa				12		§109	Shar tsaoi, tsaoa ‘sentarse’	ts a - - o - a - - -
1694	Shanenawa	to sit		ts a w	tsaw				12		§109	Shan tsaw ‘sentar’	ts a - - - w - - - -
1695	Amawaka	to sit		ts a ʔ o	tsaʔo-		II		12		§109	A tsaʔo- II, **tsaʔoo-ʔi ‘sentarse’ (HYDE;; 1980)	ts a ʔ - o - - - - -
1696	Amawaka	to sit		ts a ʔ o o + ʔ i	tsaʔoo-ʔi			Hyde1980	12	1	§109	A tsaʔo- II, **tsaʔoo-ʔi ‘sentarse’ (HYDE;; 1980)	ts a ʔ o o - - + ʔ i
1697	Kaxinawa	to sit		ts a u	tsau-				12		§109	Kn tsau- ‘sentarse’, tsaua ‘sentado’	ts a - - - - u - - -
1698	Kaxinawa	to sit		ts a u a	tsaua				12		§109	Kn tsau- ‘sentarse’, tsaua ‘sentado’	ts a - - u - a - - -
1699	Marinawa	to sit		ts á/a o	tsáo-				12		§109	M tsáo-	ts á/a - - o - - - - -
1700	Yawanawa	to sit		ts a u	tsau				12		§109	Yaw tsau ‘sentar’	ts a - - - - u - - -
1701	Korubo	to sit		ts a t	tsat				12		§109	Ko tsat	ts a - - - t - - - -
1702	Matis	to sit		ts a d	tsad				12		§109	Mt tsad	ts a - - - d - - - -
1703	Mayoruna	to sit		ts a d	tsad				12		§109	My tsad ‘sentarse’	ts a - - - d - - - -
7005	Kapanawa	to sit		j a ʔ s a m ɨ t i	yaʔsamɨti			Loos1998	440	1	§492	Kp **yaʔasamɨti, **yaʔsamɨti ‘sentarse’ (LOOS; LOOS;; 1998)	j a ʔ - s a m ɨ t i - - - -
#
628	Proto-Panoan	to sleep		ʔ o ʂ a	ʔoʂ[a]-			Oliveira2014	314		§38	*ʔoʂ[a]- ‘dormir’	- - ʔ o - - - ʂ a - - - -
629	Kakataibo	to sleep		ʔ u ʂ + t i	ʔuʂ-ti			Shell1987	314		§38	Ksh ʔuʂ-ti ‘dormir’ (SHELL;; 1987), ʔoʂ-	- - ʔ u - - - ʂ - - + t i
630	Kakataibo	to sleep		ʔ o ʂ	ʔoʂ-				314		§38	Ksh ʔuʂ-ti ‘dormir’ (SHELL;; 1987), ʔoʂ-	- - ʔ o - - - ʂ - - - - -
631	ShipiboKonibo	to sleep		ʔ o ʂ a	ʔoʂa-				314		§38	SK ʔoʂa-	- - ʔ o - - - ʂ a - - - -
632	Kapanawa	to sleep		ʔ o ʂ a	ʔoʂa-				314		§38	Kp ʔoʂa-	- - ʔ o - - - ʂ a - - - -
633	Marubo	to sleep		u ʃ a i	ˈuʃai			Costa1992	314		§38	Mar ˈuʃai ‘dormir.PRES’ (COSTA;; 1992)	- - - u - - - ʃ a i - - -
634	Chakobo	to sleep		ʔ o ʂ a	ʔoʂa-				314		§38	Ch ʔoʂa- ‘dormir’	- - ʔ o - - - ʂ a - - - -
635	Kaxarari	to sleep		u ʃ a	uʃa			Valenzuela2012	314		§38	Kax uʃa (VALENZUELA; OLIVEIRA;; 2012)	- - - u - - - ʃ a - - - -
636	Yaminawa	to sleep		o ʂ a	oʂa			Faust2002	314		§38	Yam oʂa (FAUST; LOOS;; 2002)	- - - o - - - ʂ a - - - -
637	Chaninawa	to sleep		o ʂ a i	oʂai				314		§38	Chan oʂai	- - - o - - - ʂ a i - - -
638	Sharanawa	to sleep		o ʂ a i	oʂai				314		§38	Shar oʂai, oʂaa	- - - o - - - ʂ a i - - -
639	Sharanawa	to sleep		o ʂ a a	oʂaa				314		§38	Shar oʂai, oʂaa	- - - o - - - ʂ a a - - -
640	Shanenawa	to sleep		u ʂ a	uʂa				314		§38	Shan uʂa	- - - u - - - ʂ a - - - -
641	Katukina	to sleep		u ʃ a + a i	uʃa-ai				314		§38	Kat uʃa-ai	- - - u - - - ʃ a - + a i
642	Poyanawa	to sleep		a + ã d i u h a	a_ãdiuha				314		§38	Poy a ãdiuha ‘ele dorme’	a + - ã d i u h a - - - -
643	Amawaka	to sleep		ʔ o x a ʔ í/i	ʔoxaʔí			Hyde1980	314		§38	A ʔoxaʔí ‘dormir’ (HYDE;; 1980), oxa- I	- - ʔ o x a - ʔ í/i - - - -
644	Amawaka	to sleep		o x a	oxa-_I				314		§38	A ʔoxaʔí ‘dormir’ (HYDE;; 1980), oxa- I	- - - o - - - x a - - - -
645	Kaxinawa	to sleep		u ʂ a	uʂa-				314		§38	Kn uʂa-	- - - u - - - ʂ a - - - -
646	Marinawa	to sleep		ó/o ʂ á/a	óʂá				314		§38	M óʂá	- - - ó/o - - - ʂ á/a - - - -
647	Yawanawa	to sleep		u ʃ a	uʃa				314		§38	Yaw uʃa	- - - u - - - ʃ a - - - -
648	Korubo	to sleep		u ʃ	uʃ				314		§38	Ko uʃ	- - - u - - - ʃ - - - - -
649	Matis	to sleep		u ʂ	uʂ				314		§38	Mt uʂ	- - - u - - - ʂ - - - - -
650	Mayoruna	to sleep		u ʂ	uʂ				314		§38	My uʂ	- - - u - - - ʂ - - - - -
#
5991	Proto-Panoan	to smell		ʂ ɨ t ɨ	ʂɨtɨ-			Oliveira2014	355		§416	*ʂɨtɨ- ‘cheirar’ :	ʂ ɨ t - - ɨ - - - -
5992	Kakataibo	to smell		ʂ ɨ	ʂɨ-				355		§416	Ksh ʂɨ-	ʂ ɨ - - - - - - - -
5993	ShipiboKonibo	to smell		ʂ ɨ t ɨ	ʂɨtɨ-				355		§416	SK ʂɨtɨ-	ʂ ɨ t - - ɨ - - - -
5994	Kapanawa	to smell		ʂ ɨ t ɨ	ʂɨtɨ-				355		§416	Kp ʂɨtɨ-	ʂ ɨ t - - ɨ - - - -
5995	Marubo	to smell		ʃ ɨ t ɨ a	ˈʃɨtɨa			Anonby2010	355		§416	Mar ˈʃɨtɨa (ANONBY; HOLBROOK;; 2010)	ʃ ɨ t - ɨ a - - - -
5996	Chakobo	to smell		ʂ ɨ t a	ʂɨta-				355		§416	Ch ʂɨta-	ʂ ɨ t - - a - - - -
5997	Sharanawa	to smell		ʂ ɨ t ɨ i	ʂɨtɨi				355		§416	Shar ʂɨtɨi, ʂɨtɨa ‘besar;;  oler’	ʂ ɨ t - ɨ i - - - -
5998	Sharanawa	to smell		ʂ ɨ t ɨ a	ʂɨtɨa				355		§416	Shar ʂɨtɨi, ʂɨtɨa ‘besar;;  oler’	ʂ ɨ t - ɨ a - - - -
5999	Shanenawa	to smell		ʂ ɨ t ɨ	ʂɨtɨ				355		§416	Shan ʂɨtɨ	ʂ ɨ t - - ɨ - - - -
6000	Katukina	to smell		ʃ i t i + a i	ʃiti-ai				355		§416	Kat ʃiti-ai ‘cheirar’	ʃ i t - i - - + a i
6001	Poyanawa	to smell		h ɨ t a	hɨta				355		§416	Poy hɨta	h ɨ t - - a - - - -
6002	Amawaka	to smell		x ɨ t ɨ	xɨtɨ-_I				355		§416	A xɨtɨ- I	x ɨ t - ɨ - - - - -
6003	Kaxinawa	to smell		ʂ ɨ t ɨ	ʂɨtɨ-				355		§416	Kn ʂɨtɨ-	ʂ ɨ t - - ɨ - - - -
6004	Marinawa	to smell		ʂ ɨ́/ɨ t ɨ́/ɨ	ʂɨ́́tɨ́́				355		§416	M ʂɨ́́tɨ́́	ʂ ɨ́/ɨ t - - ɨ́/ɨ - - - -
6005	Yawanawa	to smell		ʃ ɨ t ɨ	ʃɨtɨ				355		§416	Yaw ʃɨtɨ	ʃ ɨ t - - ɨ - - - -
6006	Matis	to smell		ʂ ɨ d k i n	ʂɨdkin				355		§416	Mt ʂɨdkin ‘cheirar’	ʂ ɨ d k i - n - - -
6007	Mayoruna	to smell		ʂ ɨ d	ʂɨd				355		§416	My ʂɨd ‘oler’	ʂ ɨ d - - - - - - -
#
3962	Proto-Panoan	to stand		n i t|ɽ/t	niCc-			Oliveira2014	197		§273	*niCc- ‘ficar em pé’ :	n i t|ɽ/t - - - - - - - -
3963	Kakataibo	to stand		n i	ni-				197		§273	Ksh ni-, **nits- ‘to stand up’, **niɾú-ti ‘stand;;  pararse’ (ZARIQUIEY;; 2011)	n i - - - - - - - - -
3964	Kakataibo	to stand		n i ts	nits-				197	1	§273	Ksh ni-, **nits- ‘to stand up’, **niɾú-ti ‘stand;;  pararse’ (ZARIQUIEY;; 2011)	n i ts - - - - - - - -
3965	Kakataibo	to stand		n i ɾ ú/u + t i	niɾú-ti			Zariquiey2011	197	1	§273	Ksh ni-, **nits- ‘to stand up’, **niɾú-ti ‘stand;;  pararse’ (ZARIQUIEY;; 2011)	n i ɾ - - ú/u + t i - -
3966	ShipiboKonibo	to stand		n i í/i	nií-				197		§273	SK nií-	n i - - - í/i - - - - -
3967	Kapanawa	to stand		n i	ni-				197		§273	Kp ni- ‘caminar’	n i - - - - - - - - -
3968	Marubo	to stand		n i j a	ˈniya			Anonby2010	197		§273	Mar ˈniya (ANONBY; HOLBROOK;; 2002)	n i j - - a - - - - -
3969	Chakobo	to stand		n i	ni-				197		§273	Ch ni- ‘ponerse de pie’, nii- ‘pararse’ (ZINGG;; 1998)	n i - - - - - - - - -
3970	Chakobo	to stand		n i i	nii-			Zingg1998	197		§273	Ch ni- ‘ponerse de pie’, nii- ‘pararse’ (ZINGG;; 1998)	n i - - - i - - - - -
3971	Kaxarari	to stand		n i tʃ i h i	nitʃiˈhi			SOUSA2004	197		§273	Kax nitʃiˈhi (SOUSA;; 2004)	n i tʃ i h i - - - - -
3972	Yaminawa	to stand		n i + k ĩ	ni-kĩ			Eakin2008	197		§273	Yam ni-kĩ ‘pararse’ (EAKEN;; 2008)	n i - - - - + k ĩ - -
3973	Chaninawa	to stand		d i i	dii				197		§273	Chan dii	- - d i - i - - - - -
3974	Sharanawa	to stand		n i i	nii				197		§273	Shar nii, nia ‘estar de pie;;  vivir’	n i - - - i - - - - -
3975	Sharanawa	to stand		n i a	nia				197		§273	Shar nii, nia ‘estar de pie;;  vivir’	n i - - - a - - - - -
3976	Shanenawa	to stand		n i + a	ni.'a			Souza2013	197		§273	Shan nia [ni.'a] (SOUZA;; 2013)	n i - - - - + - a - -
3977	Katukina	to stand		n i + a i	ni-ai				197		§273	Kat ni-ai ‘estar em pé’	n i - - - - + - a - i
3978	Amawaka	to stand		n i	ni-_I				197		§273	A ni- I ‘ponerse de pie (sing.)’	n i - - - - - - - - -
3979	Kaxinawa	to stand		n i	ni-				197		§273	Kn ni- ‘ponerse de pie;;  caminar’	n i - - - - - - - - -
3980	Marinawa	to stand		n i i	nii-				197		§273	M nii-	n i - - - i - - - - -
3981	Korubo	to stand		n i d	nid-				197		§273	Ko nid- ‘estar em pé’	n i d - - - - - - - -
3982	Matis	to stand		n i d + k i n	nid-kin				197		§273	Mt nid-kin ‘estar em pé’	n i d - - - + k i n -
3983	Mayoruna	to stand		n i d	nid				197		§273	My nid ‘estar parado (persona o animal);; estar (en un lugar);; ir;; irse’	n i d - - - - - - - -
#
4355	Shanenawa	to steal		o n ɨ	onɨ				230		§302	Shan onɨ ‘roubar’	- - - - o n - ɨ - - - - -
7240	Proto-Panoan	to steal		j o m ɨ ts o	yomɨtso-			Oliveira2014	459		§508	*yomɨtso- ‘roubar’ :	j o m ɨ ts o -
7241	ShipiboKonibo	to steal		j o m ɨ ts o	yomɨtso-				459		§508	SK yomɨtso-	j o m ɨ ts o -
7242	Kapanawa	to steal		j o m ɨ ts o	yomɨtso-				459		§508	Kp yomɨtso-	j o m ɨ ts o -
7243	Chakobo	to steal		j o m a	yoma-				459		§508	Ch yoma- ‘robar’	j o m - - a -
7244	Yaminawa	to steal		j o m ɨ ts o	yomɨtso-			Faust2002	459		§508	Yam yomɨtso- ‘robar’ (FAUST; LOOS;; 2002)	j o m ɨ ts o -
7245	Sharanawa	to steal		j o m ɨ ts o i	yomɨtsoi				459		§508	Shar yomɨtsoi, yomɨtsoa ‘robar;;  robo’	j o m ɨ ts o i
7246	Sharanawa	to steal		j o m ɨ ts o a	yomɨtsoa				459		§508	Shar yomɨtsoi, yomɨtsoa ‘robar;;  robo’	j o m ɨ ts o a
7247	Kaxinawa	to steal		j u m ɨ ts u	yumɨtsu-				459		§508	Kn yumɨtsu- ‘robar’	j u m ɨ ts u -
7248	Marinawa	to steal		j ó/o m ɨ ts o	yómɨtso				459		§508	M yómɨtso ‘ladrón’, yómɨtso-	j ó/o m ɨ ts o -
7249	Marinawa	to steal		j ó/o m ɨ ts o	yómɨtso-				459		§508	M yómɨtso ‘ladrón’, yómɨtso-	j ó/o m ɨ ts o -
#
744	Proto-Panoan	to step		h a m a k	hamak-			Oliveira2014	392		§45	*hamak- ‘pisar’	- - - - - h a - m - a k - -
745	Kakataibo	to step		a m á/a	amá-				392		§45	Ksh amá- ‘pisar’	- - - - - - a - m - á/a - - -
746	ShipiboKonibo	to step		h a m á/a	hamá				392		§45	SK hamá	- - - - - h a - m - - - á/a -
747	Kapanawa	to step		h a m á/a	hamá-				392		§45	Kp hamá-	- - - - - h a - m - - - á/a -
748	Chakobo	to step		h a m a	hama-				392		§45	Ch hama- ‘pisar;;  golpear con el pie’	- - - - - h a - m - - - a -
