ID,Local_ID,Language_ID,Parameter_ID,Value,Form,Segments,Comment,Source,Cognacy,Loan,Graphemes,Profile,Alignment,Morphemes,UncertainCognacy,ConceptInSource,ProtoSet,EntryInSource,GroupedSounds
Marinawa-362_matar-1,,Marinawa,362_matar,rɨt́́_ɨ-,rɨt́́_ɨ-,r !ɨ́/ɨ t ɨ,None,Oliveira2014,293,,,,r !ɨ́/ɨ - t ɨ ( - ),[],None,,§360,M rɨt́́ ɨ- ‘matar’,"['r', '!ɨ́/ɨ', 't', 'ɨ']"
Yawanawa-362_matar-1,,Yawanawa,362_matar,ɾɨtɨ,ɾɨtɨ,ɾ ɨ t ɨ,None,Oliveira2014,293,,,,ɾ ɨ - t ɨ ( - ),[],None,,§360,Yaw ɾɨtɨ ‘matar’,"['ɾ', 'ɨ', 't', 'ɨ']"
Proto-Panoan-363_pontacabeceiradorio-1,,Proto-Panoan,363_pontacabeceiradorio,ɽɨβo,ɽɨβo,ɽ ɨ β o,None,Oliveira2014,294,,,,( - - - - - ) ɽ ɨ β o ( - - - - - - ),[],None,,§361,*ɽɨβo ‘ponta;;  cabeceira do rio’ :,"['ɽ', 'ɨ', 'β', 'o']"
Kakataibo-363_pontacabeceiradorio-1,,Kakataibo,363_pontacabeceiradorio,rɨβo,rɨβo,r ɨ β o,None,Oliveira2014,294,,,,( - - - - - ) r ɨ β o ( - - - - - - ),[],None,,§361,Ksh rɨβo,"['r', 'ɨ', 'β', 'o']"
ShipiboKonibo-363_pontacabeceiradorio-1,,ShipiboKonibo,363_pontacabeceiradorio,rɨβo,rɨβo,r ɨ β o,None,Oliveira2014,294,,,,( - - - - - ) r ɨ β o ( - - - - - - ),[],None,,§361,"SK rɨβo, **rɨβo ‘punta;;  delantera’, **rɨβoki (rɨβo <<punta>> + ki <<a;;  contra>>)","['r', 'ɨ', 'β', 'o']"
ShipiboKonibo-363_pontacabeceiradorio-2,,ShipiboKonibo,363_pontacabeceiradorio,rɨβo,rɨβo,r ɨ β o,None,Oliveira2014,772,,,,( - - - - - ) r ɨ β o - - ( - - - - ),[],1,,§361,"SK rɨβo, **rɨβo ‘punta;;  delantera’, **rɨβoki (rɨβo <<punta>> + ki <<a;;  contra>>)","['r', 'ɨ', 'β', 'o']"
ShipiboKonibo-363_pontacabeceiradorio-3,,ShipiboKonibo,363_pontacabeceiradorio,rɨβoki,rɨβoki,r ɨ β o k i,"rɨβo <<punta>> + ki <<a,  contra>>",Oliveira2014,773,,,,( - - - - - ) r ɨ β o k i ( - - - - ),[],1,,§361,"SK rɨβo, **rɨβo ‘punta;;  delantera’, **rɨβoki (rɨβo <<punta>> + ki <<a;;  contra>>)","['r', 'ɨ', 'β', 'o', 'k', 'i']"
Kapanawa-363_pontacabeceiradorio-1,,Kapanawa,363_pontacabeceiradorio,rɨβo,rɨβo,r ɨ β o,None,Oliveira2014,294,,,,( - - - - - ) r ɨ β o ( - - - - - - ),[],None,,§361,"Kp rɨβo, **rɨβo ‘punta;; extrema;;  terminación;;  cabecera’, **rɨβoki ‘águas arriba;;  río arriba’","['r', 'ɨ', 'β', 'o']"
Kapanawa-363_pontacabeceiradorio-2,,Kapanawa,363_pontacabeceiradorio,rɨβo,rɨβo,r ɨ β o,None,Oliveira2014,644,,,,( - - - - - ) r ɨ β o - - ( - - - - ),[],1,,§361,"Kp rɨβo, **rɨβo ‘punta;; extrema;;  terminación;;  cabecera’, **rɨβoki ‘águas arriba;;  río arriba’","['r', 'ɨ', 'β', 'o']"
Kapanawa-363_pontacabeceiradorio-3,,Kapanawa,363_pontacabeceiradorio,rɨβoki,rɨβoki,r ɨ β o k i,None,Oliveira2014,771,,,,( - - - - - ) r ɨ β o k i ( - - - - ),[],1,,§361,"Kp rɨβo, **rɨβo ‘punta;; extrema;;  terminación;;  cabecera’, **rɨβoki ‘águas arriba;;  río arriba’","['r', 'ɨ', 'β', 'o', 'k', 'i']"
Marubo-363_pontacabeceiradorio-1,,Marubo,363_pontacabeceiradorio,ɾɨβo,ɾɨβo,ɾ ɨ β o,None,Cabral2010,294,,,,( - - - - - ) ɾ ɨ β o ( - - - - - - ),[],None,,§361,Mar ɾɨβo ‘ponta’ (CABRAL; OLIVEIRA;; 2010),"['ɾ', 'ɨ', 'β', 'o']"
Chakobo-363_pontacabeceiradorio-1,,Chakobo,363_pontacabeceiradorio,rɨβo,rɨβo,r ɨ β o,None,Oliveira2014,294,,,,( - - - - - ) r ɨ β o ( - - - - - - ),[],None,,§361,"Ch rɨβo ‘el final;;  el punto donde se termina uma cosa’, ʔani rɨβo","['r', 'ɨ', 'β', 'o']"
Chakobo-363_pontacabeceiradorio-2,,Chakobo,363_pontacabeceiradorio,ʔani_rɨβo,ʔani_rɨβo,ʔ a n i + r ɨ β o,None,Oliveira2014,294,,,,( ʔ a n i + ) r ɨ β o ( - - - - - - ),[],None,,§361,"Ch rɨβo ‘el final;;  el punto donde se termina uma cosa’, ʔani rɨβo","['ʔ', 'a', 'n', 'i', '+', 'r', 'ɨ', 'β', 'o']"
Yaminawa-363_pontacabeceiradorio-1,,Yaminawa,363_pontacabeceiradorio,ɾɨɸotana,ɾɨɸotana,ɾ ɨ ɸ o t a n a,None,Oliveira2014,294,,,,( - - - - - ) ɾ ɨ ɸ o ( - - t a n a ),[],None,,§361,Yam ɾɨɸotana ‘último en una fila’,"['ɾ', 'ɨ', 'ɸ', 'o', 't', 'a', 'n', 'a']"
Sharanawa-363_pontacabeceiradorio-1,,Sharanawa,363_pontacabeceiradorio,rɨɸo,rɨɸo,r ɨ ɸ o,None,Oliveira2014,294,,,,( - - - - - ) r ɨ ɸ o ( - - - - - - ),[],None,,§361,"Shar rɨɸo, rɨɸon ‘punta;;  extremo delantero’","['r', 'ɨ', 'ɸ', 'o']"
Sharanawa-363_pontacabeceiradorio-2,,Sharanawa,363_pontacabeceiradorio,rɨɸon,rɨɸon,r ɨ ɸ o n,None,Oliveira2014,294,,,,( - - - - - ) r ɨ ɸ o ( n - - - - - ),[],None,,§361,"Shar rɨɸo, rɨɸon ‘punta;;  extremo delantero’","['r', 'ɨ', 'ɸ', 'o', 'n']"
Shanenawa-363_pontacabeceiradorio-1,,Shanenawa,363_pontacabeceiradorio,ɾiˈhuʔ,ɾiˈhuʔ,ɾ i h u ʔ,None,Cabral2010,294,,,,( - - - - - ) ɾ i h u ( ʔ - - - - - ),[],None,,§361,Shan ɾihu [ɾiˈhuʔ] ‘ponta’ (CABRAL; OLIVEIRA;; 2010),"['ɾ', 'i', 'h', 'u', 'ʔ']"
Katukina-363_pontacabeceiradorio-1,,Katukina,363_pontacabeceiradorio,ɾɨˈβʊ,ɾɨˈβʊ,ɾ ɨ β u,None,Oliveira2014,294,,,,( - - - - - ) ɾ ɨ β u ( - - - - - - ),[],None,,§361,Kat ɾɨβu [ɾɨˈβʊ] ‘ponta’,"['ɾ', 'ɨ', 'β', 'u']"
Amawaka-363_pontacabeceiradorio-1,,Amawaka,363_pontacabeceiradorio,rɨwo,rɨwo,r ɨ w o,II,Oliveira2014,294,,,,( - - - - - ) r ɨ w o ( - - - - - - ),[],None,,§361,A rɨwo II,"['r', 'ɨ', 'w', 'o']"
Kaxinawa-363_pontacabeceiradorio-1,,Kaxinawa,363_pontacabeceiradorio,dɨbu,dɨbu,d ɨ b u,None,Oliveira2014,294,,,,( - - - - - ) d ɨ b u ( - - - - - - ),[],None,,§361,Kn dɨbu,"['d', 'ɨ', 'b', 'u']"
Marinawa-363_pontacabeceiradorio-1,,Marinawa,363_pontacabeceiradorio,rɨ́́ɸó,rɨ́́ɸó,r !ɨ́/ɨ ɸ !ó/o,None,Oliveira2014,294,,,,( - - - - - ) r !ɨ́/ɨ ɸ !ó/o ( - - - - - - ),[],None,,§361,M rɨ́́ɸó,"['r', '!ɨ́/ɨ', 'ɸ', '!ó/o']"
Yawanawa-363_pontacabeceiradorio-1,,Yawanawa,363_pontacabeceiradorio,[ɾɨˈhʊ],[ɾɨˈhʊ],ɾ ɨ h ʊ,None,Cabral2010,294,,,,( - - - - - ) ɾ ɨ h ʊ ( - - - - - - ),[],None,,§361,Yaw [ɾɨˈhʊ] ‘ponta’ (CABRAL; OLIVEIRA;; 2010),"['ɾ', 'ɨ', 'h', 'ʊ']"
Matis-363_pontacabeceiradorio-1,,Matis,363_pontacabeceiradorio,dɨbumi,dɨbumi,d ɨ b u m i,None,Oliveira2014,294,,,,( - - - - - ) d ɨ b u ( m i - - - - ),[],None,,§361,Mt dɨbumi ‘em direção à cabeceira do rio’,"['d', 'ɨ', 'b', 'u', 'm', 'i']"
Proto-Panoan-364_parafrenteparacimanorio-1,,Proto-Panoan,364_parafrenteparacimanorio,ɽɨβo+ki,ɽɨβo+ki,ɽ ɨ β o + k i,None,Oliveira2014,295,,,,ɽ ɨ β o ( + ) k i ( - - - - - ),[],None,,§362,*ɽɨβo+ki ‘para frente;;  para cima (no rio)’ :,"['ɽ', 'ɨ', 'β', 'o', '+', 'k', 'i']"
Kakataibo-364_parafrenteparacimanorio-1,,Kakataibo,364_parafrenteparacimanorio,rɨβomi,rɨβomi,r ɨ β o m i,None,Oliveira2014,295,,,,r ɨ β o ( - ) - - ( m i - - - ),[],None,,§362,Ksh rɨβomi,"['r', 'ɨ', 'β', 'o', 'm', 'i']"
ShipiboKonibo-364_parafrenteparacimanorio-1,,ShipiboKonibo,364_parafrenteparacimanorio,rɨβoki,rɨβoki,r ɨ β o k i,None,Oliveira2014,295,,,,r ɨ β o ( - ) k i ( - - - - - ),[],None,,§362,SK rɨβoki,"['r', 'ɨ', 'β', 'o', 'k', 'i']"
Kapanawa-364_parafrenteparacimanorio-1,,Kapanawa,364_parafrenteparacimanorio,rɨβoki,rɨβoki,r ɨ β o k i,None,Oliveira2014,295,,,,r ɨ β o ( - ) k i ( - - - - - ),[],None,,§362,Kp rɨβoki,"['r', 'ɨ', 'β', 'o', 'k', 'i']"
Chaninawa-364_parafrenteparacimanorio-1,,Chaninawa,364_parafrenteparacimanorio,madakiri,madakiri,m a d a k i r i,None,Oliveira2014,719,,,,m a d a ( - ) k i r i ( - - - - ),[],1,,§362,"Chan **madakiri, **manakiri ‘águas arriba’","['m', 'a', 'd', 'a', 'k', 'i', 'r', 'i']"
Chaninawa-217_sobreencimaacima-1,,Chaninawa,217_sobreencimaacima,manakiri,manakiri,m a n a k i r i,None,Oliveira2014,670,,,,m a n a ( - ) k i r i ( + k i r ),[],1,,§362,"Chan **madakiri, **manakiri ‘águas arriba’","['m', 'a', 'n', 'a', 'k', 'i', 'r', 'i']"
Sharanawa-364_parafrenteparacimanorio-1,,Sharanawa,364_parafrenteparacimanorio,rɨɸokiri,rɨɸokiri,r ɨ ɸ o k i r i,None,Oliveira2014,295,,,,r ɨ ɸ o ( - ) k i ( r i - - - ),[],None,,§362,"Shar rɨɸokiri,rɨɸokirinin ‘proa’, **manankiri ‘río arriba;;  arriba’","['r', 'ɨ', 'ɸ', 'o', 'k', 'i', 'r', 'i']"
Sharanawa-364_parafrenteparacimanorio-2,,Sharanawa,364_parafrenteparacimanorio,rɨɸokirinin,rɨɸokirinin,r ɨ ɸ o k i r i n i n,None,Oliveira2014,295,,,,r ɨ ɸ o ( - ) k i ( r i n i n ),[],None,,§362,"Shar rɨɸokiri,rɨɸokirinin ‘proa’, **manankiri ‘río arriba;;  arriba’","['r', 'ɨ', 'ɸ', 'o', 'k', 'i', 'r', 'i', 'n', 'i', 'n']"
Sharanawa-364_parafrenteparacimanorio-3,,Sharanawa,364_parafrenteparacimanorio,manankiri,manankiri,m a n a n k i r i,None,Oliveira2014,722,,,,m a n a ( n ) k i r i ( - - - - ),[],1,,§362,"Shar rɨɸokiri,rɨɸokirinin ‘proa’, **manankiri ‘río arriba;;  arriba’","['m', 'a', 'n', 'a', 'n', 'k', 'i', 'r', 'i']"
Katukina-364_parafrenteparacimanorio-1,,Katukina,364_parafrenteparacimanorio,ɾɨˈβo_kiˈɾi,ɾɨˈβo_kiˈɾi,ɾ ɨ β o + k i ɾ i,None,Cabral2010,295,,,,ɾ ɨ β o ( + ) k i ( ɾ i - - - ),[],None,,§362,Kat ɾɨvukiri [ɾɨˈβo kiˈɾi] ‘cabeceira (de rio)’ (CABRAL; OLIVEIRA;; 2010),"['ɾ', 'ɨ', 'β', 'o', '+', 'k', 'i', 'ɾ', 'i']"
Amawaka-364_parafrenteparacimanorio-1,,Amawaka,364_parafrenteparacimanorio,rɨwoki,rɨwoki,r ɨ w o k i,II,Oliveira2014,295,,,,r ɨ w o ( - ) k i ( - - - - - ),[],None,,§362,A rɨwoki II,"['r', 'ɨ', 'w', 'o', 'k', 'i']"
Kaxinawa-364_parafrenteparacimanorio-1,,Kaxinawa,364_parafrenteparacimanorio,mãnãkiri,mãnãkiri,m !ã/a n a ~ k i r i,None,Oliveira2014,720,,,,m !ã/a n a ~ k i r i,[],1,,§362,Kn **mãnãkiri,"['m', '!ã/a', 'n', 'a', '~', 'k', 'i', 'r', 'i']"
Marinawa-364_parafrenteparacimanorio-1,,Marinawa,364_parafrenteparacimanorio,mã́nãkírí,mã́nãkírí,m !ã́/a n a ~ k !í/i r !í/i,etimologia 215,Oliveira2014,721,,,,m !ã́/a n a ~ k !í/i r !í/i,[],1,,§362,M **mã́nãkírí (etimologia 215),"['m', '!ã́/a', 'n', 'a', '~', 'k', '!í/i', 'r', '!í/i']"
Matis-363_pontacabeceiradorio-2,,Matis,363_pontacabeceiradorio,dɨbumi,dɨbumi,d ɨ b u m i,None,Oliveira2014,295,,,,d ɨ b u ( - ) - - ( m i - - - ),[],None,,§362,Mt dɨbumi ‘em direção à cabeceira do rio’,"['d', 'ɨ', 'b', 'u', 'm', 'i']"
Proto-Panoan-365_buracodonariznarina-1,,Proto-Panoan,365_buracodonariznarina,ɽɨ+kini,ɽɨ+kini,ɽ ɨ + k i n i,None,Oliveira2014,296,,,,ɽ ɨ ( - - - + ) k i n ( i ),[],None,,§363,*ɽɨ+kini ‘buraco do nariz;;  narina’ :,"['ɽ', 'ɨ', '+', 'k', 'i', 'n', 'i']"
Kakataibo-365_buracodonariznarina-1,,Kakataibo,365_buracodonariznarina,rɨkí,rɨkí,r ɨ k !í/i,None,Oliveira2014,296,,,,r ɨ ( - - - - ) k !í/i - ( - ),[],None,,§363,Ksh rɨkí,"['r', 'ɨ', 'k', '!í/i']"
ShipiboKonibo-365_buracodonariznarina-1,,ShipiboKonibo,365_buracodonariznarina,rɨkí,rɨkí,r ɨ k !í/i,None,Oliveira2014,296,,,,r ɨ ( - - - - ) k !í/i - ( - ),[],None,,§363,SK rɨkí,"['r', 'ɨ', 'k', '!í/i']"
Kapanawa-365_buracodonariznarina-1,,Kapanawa,365_buracodonariznarina,rɨkín,rɨkín,r ɨ k !í/i n,None,Oliveira2014,296,,,,r ɨ ( - - - - ) k !í/i n ( - ),[],None,,§363,Kp rɨkín,"['r', 'ɨ', 'k', '!í/i', 'n']"
Marubo-365_buracodonariznarina-1,,Marubo,365_buracodonariznarina,ɾɨˈkĩ,ɾɨˈkĩ,ɾ ɨ k i ~,None,Cabral2010,296,,,,ɾ ɨ ( - - - - ) k i ~ ( - ),[],None,,§363,Mar ɾɨkĩ [ɾɨˈkĩ] ‘nariz’ (CABRAL; OLIVEIRA;; 2010),"['ɾ', 'ɨ', 'k', 'i', '~']"
Chakobo-365_buracodonariznarina-1,,Chakobo,365_buracodonariznarina,rɨʂakí,rɨʂakí,r ɨ ʂ a k !í/i,None,Oliveira2014,296,,,,r ɨ ( - ʂ a - ) k !í/i - ( - ),[],None,,§363,"Ch rɨʂakí ‘nariz’, rɨkíni ‘fosa nasal’","['r', 'ɨ', 'ʂ', 'a', 'k', '!í/i']"
Chakobo-365_buracodonariznarina-2,,Chakobo,365_buracodonariznarina,rɨkíni,rɨkíni,r ɨ k !í/i n i,None,Oliveira2014,296,,,,r ɨ ( - - - - ) k !í/i n ( i ),[],None,,§363,"Ch rɨʂakí ‘nariz’, rɨkíni ‘fosa nasal’","['r', 'ɨ', 'k', '!í/i', 'n', 'i']"
Kaxarari-365_buracodonariznarina-1,,Kaxarari,365_buracodonariznarina,[tʃɨkɐˈni],[tʃɨkɐˈni],tʃ ɨ k ɐ n i,None,Valenzuela2012,296,,,,tʃ ɨ ( - - - - ) k ɐ n ( i ),[],None,,§363,Kax [tʃɨkɐˈni] ‘nariz’ (VALENZUELA; OLIVEIRA;; 2012),"['tʃ', 'ɨ', 'k', 'ɐ', 'n', 'i']"
Yaminawa-365_buracodonariznarina-1,,Yaminawa,365_buracodonariznarina,ɾɨtʃoko,ɾɨtʃoko,ɾ ɨ tʃ o k o,None,Oliveira2014,744,,,,ɾ ɨ ( tʃ o - - ) k o - - ( - - - ),[],1,,§363,"Yam **ɾɨtʃoko,  **ɾɨtʃokonõ ‘nariz’","['ɾ', 'ɨ', 'tʃ', 'o', 'k', 'o']"
Yaminawa-365_buracodonariznarina-2,,Yaminawa,365_buracodonariznarina,ɾɨtʃokonõ,ɾɨtʃokonõ,ɾ ɨ tʃ o k o n !õ/o,None,Oliveira2014,745,,,,ɾ ɨ ( tʃ o - - ) k o n !õ/o ( - - - ),[],1,,§363,"Yam **ɾɨtʃoko,  **ɾɨtʃokonõ ‘nariz’","['ɾ', 'ɨ', 'tʃ', 'o', 'k', 'o', 'n', '!õ/o']"
Chaninawa-365_buracodonariznarina-1,,Chaninawa,365_buracodonariznarina,rɨtʃoko,rɨtʃoko,r ɨ tʃ o k o,None,Oliveira2014,646,,,,r ɨ ( tʃ o - - ) k o - - ( - - - ),[],1,,§363,Chan **rɨtʃoko,"['r', 'ɨ', 'tʃ', 'o', 'k', 'o']"
Sharanawa-365_buracodonariznarina-1,,Sharanawa,365_buracodonariznarina,rɨtʃoko,rɨtʃoko,r ɨ tʃ o k o,None,Oliveira2014,742,,,,r ɨ ( tʃ o - - ) k o - - ( - - - ),[],1,,§363,"Shar **rɨtʃoko, **rɨtʃokonɨn ‘nariz’","['r', 'ɨ', 'tʃ', 'o', 'k', 'o']"
Sharanawa-365_buracodonariznarina-2,,Sharanawa,365_buracodonariznarina,rɨtʃokonɨn,rɨtʃokonɨn,r ɨ tʃ o k o n ɨ n,None,Oliveira2014,743,,,,r ɨ ( tʃ o - - ) k o n ɨ ( n - - ),[],1,,§363,"Shar **rɨtʃoko, **rɨtʃokonɨn ‘nariz’","['r', 'ɨ', 'tʃ', 'o', 'k', 'o', 'n', 'ɨ', 'n']"
Shanenawa-365_buracodonariznarina-1,,Shanenawa,365_buracodonariznarina,ɾukin,ɾukin,ɾ u k i n,None,Oliveira2014,296,,,,ɾ u ( - - - - ) k i n ( - ),[],None,,§363,Shan ɾukin ‘nariz’,"['ɾ', 'u', 'k', 'i', 'n']"
Katukina-365_buracodonariznarina-1,,Katukina,365_buracodonariznarina,ɾɨˈkĩ,ɾɨˈkĩ,ɾ ɨ k i ~,None,Cabral2010,296,,,,ɾ ɨ ( - - - - ) k i ~ ( - ),[],None,,§363,Kat ɾɨkin [ɾɨˈkĩ] ‘nariz’ (CABRAL; OLIVEIRA;; 2010),"['ɾ', 'ɨ', 'k', 'i', '~']"
Poyanawa-365_buracodonariznarina-1,,Poyanawa,365_buracodonariznarina,rãkĩ,rãkĩ,r !ã/a k i ~,None,Oliveira2014,296,,,,r !ã/a ( - - - - ) k i ~ ( - ),[],None,,§363,Poy rãkĩ ‘nariz’,"['r', '!ã/a', 'k', 'i', '~']"
Amawaka-365_buracodonariznarina-1,,Amawaka,365_buracodonariznarina,rɨki_I,rɨki_I,r ɨ k i,None,Oliveira2014,296,,,,r ɨ ( - - - - ) k i - ( - ),[],None,,§363,A rɨki I,"['r', 'ɨ', 'k', 'i']"
Kaxinawa-365_buracodonariznarina-1,,Kaxinawa,365_buracodonariznarina,dɨkí,dɨkí,d ɨ k !í/i,None,Oliveira2014,296,,,,d ɨ ( - - - - ) k !í/i - ( - ),[],None,,§363,"Kn dɨkí ‘nariz’, **dɨtʃuku ‘hócico’","['d', 'ɨ', 'k', '!í/i']"
Kaxinawa-365_buracodonariznarina-2,,Kaxinawa,365_buracodonariznarina,dɨtʃuku,dɨtʃuku,d ɨ tʃ u k u,None,Oliveira2014,738,,,,d ɨ ( tʃ u - - ) k u - - ( - - - ),[],1,,§363,"Kn dɨkí ‘nariz’, **dɨtʃuku ‘hócico’","['d', 'ɨ', 'tʃ', 'u', 'k', 'u']"
Marinawa-365_buracodonariznarina-1,,Marinawa,365_buracodonariznarina,rɨtʃoko,rɨtʃoko,r ɨ tʃ o k o,None,Oliveira2014,740,,,,r ɨ ( tʃ o - - ) k o - - ( - - - ),[],1,,§363,M **rɨtʃoko ‘nariz’,"['r', 'ɨ', 'tʃ', 'o', 'k', 'o']"
Yawanawa-365_buracodonariznarina-1,,Yawanawa,365_buracodonariznarina,ɾɨkin,ɾɨkin,ɾ ɨ k i n,None,Oliveira2014,296,,,,ɾ ɨ ( - - - - ) k i n ( - ),[],None,,§363,Yaw ɾɨkin ‘nariz’,"['ɾ', 'ɨ', 'k', 'i', 'n']"
Korubo-365_buracodonariznarina-1,,Korubo,365_buracodonariznarina,ɬɨos,ɬɨos,ɬ ɨ o s,None,Oliveira2014,739,,,,ɬ ɨ ( - o s - ) - - - - ( - - - ),[],1,,§363,Ko **ɬɨos ‘nariz’,"['ɬ', 'ɨ', 'o', 's']"
Matis-365_buracodonariznarina-1,,Matis,365_buracodonariznarina,dɨʂɨn,dɨʂɨn,d ɨ ʂ ɨ n,None,Oliveira2014,296,,,,d ɨ ( ʂ ɨ n - ) - - - ( - ),[],None,,§363,"Mt dɨʂɨn ‘nariz’, dɨʂɨn kini ‘narina’","['d', 'ɨ', 'ʂ', 'ɨ', 'n']"
Matis-365_buracodonariznarina-2,,Matis,365_buracodonariznarina,dɨʂɨn_kini,dɨʂɨn_kini,d ɨ ʂ ɨ n + k i n i,None,Oliveira2014,296,,,,d ɨ ( ʂ ɨ n + ) k i n ( i ),[],None,,§363,"Mt dɨʂɨn ‘nariz’, dɨʂɨn kini ‘narina’","['d', 'ɨ', 'ʂ', 'ɨ', 'n', '+', 'k', 'i', 'n', 'i']"
Mayoruna-365_buracodonariznarina-1,,Mayoruna,365_buracodonariznarina,dɨbiate,dɨbiate,d ɨ b i a t e,None,Oliveira2014,741,,,,d ɨ ( b i - - ) - - - - ( a t e ),[],1,,§363,My **dɨbiate ‘nariz;;  pico (de ave);; punta;; extremo’,"['d', 'ɨ', 'b', 'i', 'a', 't', 'e']"
Proto-Panoan-366_moer-1,,Proto-Panoan,366_moer,ɽɨnɨ-,ɽɨnɨ-,ɽ ɨ n ɨ,None,Oliveira2014,297,,,,ɽ ɨ n ɨ ( - ),[],None,,§364,*ɽɨnɨ- ‘moer’ :,"['ɽ', 'ɨ', 'n', 'ɨ']"
Kakataibo-366_moer-1,,Kakataibo,366_moer,rɨ-,rɨ-,r ɨ,None,Oliveira2014,297,,,,r ɨ - - ( - ),[],None,,§364,Ksh rɨ-,"['r', 'ɨ']"
ShipiboKonibo-366_moer-1,,ShipiboKonibo,366_moer,rɨnɨ-,rɨnɨ-,r ɨ n ɨ,None,Oliveira2014,297,,,,r ɨ n ɨ ( - ),[],None,,§364,SK rɨnɨ-,"['r', 'ɨ', 'n', 'ɨ']"
Kapanawa-366_moer-1,,Kapanawa,366_moer,rɨnɨ-,rɨnɨ-,r ɨ n ɨ,None,Oliveira2014,297,,,,r ɨ n ɨ ( - ),[],None,,§364,Kp rɨnɨ-,"['r', 'ɨ', 'n', 'ɨ']"
Sharanawa-366_moer-1,,Sharanawa,366_moer,rɨnɨi,rɨnɨi,r ɨ n ɨ i,None,Oliveira2014,297,,,,r ɨ n ɨ ( i ),[],None,,§364,"Shar rɨnɨi, rɨnɨa ‘moler;;  machacar’","['r', 'ɨ', 'n', 'ɨ', 'i']"
Sharanawa-366_moer-2,,Sharanawa,366_moer,rɨnɨa,rɨnɨa,r ɨ n ɨ a,None,Oliveira2014,297,,,,r ɨ n ɨ ( a ),[],None,,§364,"Shar rɨnɨi, rɨnɨa ‘moler;;  machacar’","['r', 'ɨ', 'n', 'ɨ', 'a']"
Amawaka-366_moer-1,,Amawaka,366_moer,rɨnɨ-_I,rɨnɨ-_I,r ɨ n ɨ,None,Oliveira2014,297,,,,r ɨ n ɨ ( - ),[],None,,§364,A rɨnɨ- I,"['r', 'ɨ', 'n', 'ɨ']"
Kaxinawa-366_moer-1,,Kaxinawa,366_moer,dɨnɨ-,dɨnɨ-,d ɨ n ɨ,None,Oliveira2014,297,,,,d ɨ n ɨ ( - ),[],None,,§364,Kn dɨnɨ-,"['d', 'ɨ', 'n', 'ɨ']"
Marinawa-366_moer-1,,Marinawa,366_moer,rɨ́ń_ɨ́́-,rɨ́ń_ɨ́́-,r !ɨ́/ɨ n !ɨ́/ɨ,None,Oliveira2014,297,,,,r !ɨ́/ɨ n !ɨ́/ɨ ( - ),[],None,,§364,M rɨ́ń ɨ́́-,"['r', '!ɨ́/ɨ', 'n', '!ɨ́/ɨ']"
Proto-Panoan-367_septonasal-1,,Proto-Panoan,367_septonasal,ɽɨpaC,ɽɨpaC,ɽ ɨ p a C/n,None,Oliveira2014,298,,,,ɽ ɨ p a C/n ( - ),[],None,,§365,*ɽɨpaC ‘septo nasal’ :,"['ɽ', 'ɨ', 'p', 'a', 'C/n']"
Kakataibo-367_septonasal-1,,Kakataibo,367_septonasal,rɨpá,rɨpá,r ɨ p !á/a,None,Oliveira2014,298,,,,r ɨ p !á/a - ( - ),[],None,,§365,Ksh rɨpá ‘hocico largo’,"['r', 'ɨ', 'p', '!á/a']"
Chakobo-367_septonasal-1,,Chakobo,367_septonasal,rɨpaˈra,rɨpaˈra,r ɨ p a r a,None,Zingg1998,298,,,,r ɨ p a r ( a ),[],None,,§365,Ch rɨpaˈra ‘el ala nasal’ (ZINGG;; 1998),"['r', 'ɨ', 'p', 'a', 'r', 'a']"
Yawanawa-367_septonasal-1,,Yawanawa,367_septonasal,ɾɨtʃa,ɾɨtʃa,ɾ ɨ tʃ a,None,Oliveira2014,729,,,,ɾ ɨ tʃ a - -,[],1,,§365,Yaw **ɾɨtʃa,"['ɾ', 'ɨ', 'tʃ', 'a']"
Amawaka-367_septonasal-1,,Amawaka,367_septonasal,rɨpá_I,rɨpá_I,r ɨ p !á/a,None,Oliveira2014,298,,,,r ɨ p !á/a - ( - ),[],None,,§365,A rɨpá I ‘septo’,"['r', 'ɨ', 'p', '!á/a']"
Kaxinawa-367_septonasal-1,,Kaxinawa,367_septonasal,dɨpa,dɨpa,d ɨ p a,None,Oliveira2014,298,,,,d ɨ p a - ( - ),[],None,,§365,Kn dɨpa ‘punta ancha;;  restos de la punta’,"['d', 'ɨ', 'p', 'a']"
Marinawa-367_septonasal-1,,Marinawa,367_septonasal,rɨpa,rɨpa,r ɨ p a,None,Oliveira2014,298,,,,r ɨ p a - ( - ),[],None,,§365,M rɨpa,"['r', 'ɨ', 'p', 'a']"
Mayoruna-367_septonasal-1,,Mayoruna,367_septonasal,dɨˈpun,dɨˈpun,d ɨ p u n,None,Oliveira2014,298,,,,d ɨ p u n ( - ),[],None,,§365,My dɨ-pun [dɨˈpun] ‘septo de la nariz’,"['d', 'ɨ', 'p', 'u', 'n']"
Proto-Panoan-368_tombar-2,,Proto-Panoan,368_tombar,ɽɨɽ-,ɽɨɽ-,ɽ ɨ ɽ,None,Oliveira2014,299,,,,ɽ ɨ ɽ ( - - - - - ),[],None,,§366,*ɽɨɽ- ‘tombar’ :,"['ɽ', 'ɨ', 'ɽ']"
Kakataibo-368_tombar-5,,Kakataibo,368_tombar,rɨ-,rɨ-,r ɨ,None,Oliveira2014,299,,,,r ɨ - ( - - - - - ),[],None,,§366,Ksh rɨ-,"['r', 'ɨ']"
